Primary_Key,Reported_Date,Reported_Time,Reported_By_ID,DPCI,Package_Condition,Area_Found,Quantity
1507,2/18/2023,9:22:36,EmployeeID_209,163-75-8114,PackageCondition_2,AroundFound_1,1
1508,2/18/2023,9:43:08,EmployeeID_209,163-10-4664,PackageCondition_2,AroundFound_1,1
1509,2/18/2023,11:18:30,EmployeeID_209,138-33-1628,PackageCondition_1,AroundFound_1,1
1510,2/18/2023,11:44:02,EmployeeID_196,132-20-9052,PackageCondition_1,AroundFound_1,1
1511,2/18/2023,12:24:33,EmployeeID_209,202-22-5806,PackageCondition_2,AroundFound_1,1
1512,2/18/2023,12:45:17,EmployeeID_147,177-20-2955,PackageCondition_2,AroundFound_4,1
1513,2/18/2023,12:45:27,EmployeeID_147,177-20-9147,PackageCondition_2,AroundFound_4,1
1514,2/18/2023,13:23:46,EmployeeID_220,038-52-0312,PackageCondition_3,AroundFound_1,1
1515,2/18/2023,13:35:41,EmployeeID_013,038-18-4020,PackageCondition_5,AroundFound_1,1
1516,2/18/2023,13:35:52,EmployeeID_013,038-18-3335,PackageCondition_5,AroundFound_1,1
1517,2/18/2023,13:36:07,EmployeeID_013,038-18-3939,PackageCondition_5,AroundFound_1,1
1518,2/18/2023,13:36:19,EmployeeID_013,038-18-3939,PackageCondition_5,AroundFound_1,1
1519,2/18/2023,14:25:15,EmployeeID_209,229-78-7232,PackageCondition_4,AroundFound_1,1
1520,2/18/2023,14:25:30,EmployeeID_209,229-78-7232,PackageCondition_4,AroundFound_1,1
1521,2/18/2023,14:33:21,EmployeeID_209,229-78-7232,PackageCondition_4,AroundFound_1,1
1522,2/18/2023,14:33:32,EmployeeID_209,229-78-2809,PackageCondition_4,AroundFound_1,1
1523,2/18/2023,14:33:44,EmployeeID_209,229-78-7232,PackageCondition_4,AroundFound_1,1
1524,2/18/2023,14:33:53,EmployeeID_209,229-78-7232,PackageCondition_4,AroundFound_1,1
1525,2/18/2023,14:34:06,EmployeeID_209,229-78-2809,PackageCondition_4,AroundFound_1,1
1526,2/18/2023,14:34:21,EmployeeID_209,229-78-2809,PackageCondition_4,AroundFound_1,1
1527,2/18/2023,14:34:30,EmployeeID_209,229-78-2809,PackageCondition_4,AroundFound_1,1
1528,2/18/2023,15:58:12,EmployeeID_209,162-48-6445,PackageCondition_4,AroundFound_1,1
1529,2/18/2023,15:59:16,EmployeeID_209,027-41-1335,PackageCondition_4,AroundFound_1,1
1530,2/18/2023,16:00:47,EmployeeID_209,115-76-1157,PackageCondition_2,AroundFound_6,1
1531,2/17/2023,17:13:56,EmployeeID_209,195-76-8027,PackageCondition_2,AroundFound_1,1
1532,2/17/2023,17:14:27,EmployeeID_209,229-52-7503,PackageCondition_2,AroundFound_1,1
1533,2/17/2023,17:52:27,EmployeeID_147,038-52-8518,PackageCondition_1,AroundFound_1,1
1534,2/17/2023,17:52:41,EmployeeID_147,038-02-4636,PackageCondition_1,AroundFound_1,1
1535,2/16/2023,12:29:05,EmployeeID_149,132-78-7244,PackageCondition_1,AroundFound_1,1
1536,2/16/2023,13:04:19,EmployeeID_196,038-20-5899,PackageCondition_1,AroundFound_1,1
1537,2/16/2023,13:30:25,EmployeeID_116,258-05-9152,PackageCondition_1,AroundFound_1,1
1538,2/16/2023,14:35:27,EmployeeID_060,097-30-3291,PackageCondition_4,AroundFound_1,1
1539,2/16/2023,16:46:30,EmployeeID_147,149-33-8341,PackageCondition_1,AroundFound_1,1
1540,2/15/2023,9:17:35,EmployeeID_111,149-33-7898,PackageCondition_1,AroundFound_1,1
1541,2/14/2023,13:49:04,EmployeeID_196,268-76-7491,PackageCondition_2,AroundFound_1,1
1542,2/14/2023,16:25:02,EmployeeID_231,282-78-6084,PackageCondition_2,AroundFound_4,1
1543,2/14/2023,16:25:12,EmployeeID_231,176-43-6087,PackageCondition_2,AroundFound_4,1
1544,2/14/2023,16:25:21,EmployeeID_231,282-20-8396,PackageCondition_2,AroundFound_4,1
1545,2/14/2023,18:34:18,EmployeeID_030,162-05-2293,PackageCondition_1,AroundFound_1,1
1546,2/14/2023,18:34:41,EmployeeID_030,055-41-5950,PackageCondition_1,AroundFound_1,1
1547,2/14/2023,18:34:56,EmployeeID_030,229-78-7225,PackageCondition_1,AroundFound_1,1
1548,2/14/2023,18:35:11,EmployeeID_030,132-16-6876,PackageCondition_1,AroundFound_1,1
1549,2/14/2023,18:35:24,EmployeeID_030,229-78-3378,PackageCondition_1,AroundFound_1,1
1550,2/14/2023,20:15:44,EmployeeID_030,229-78-4135,PackageCondition_1,AroundFound_1,1
1551,2/14/2023,20:16:18,EmployeeID_030,229-78-7225,PackageCondition_1,AroundFound_1,1
1552,2/14/2023,20:16:54,EmployeeID_030,162-05-7336,PackageCondition_1,AroundFound_1,1
1553,2/14/2023,20:17:22,EmployeeID_030,229-78-0808,PackageCondition_1,AroundFound_1,1
1554,2/14/2023,20:17:58,EmployeeID_030,161-75-6408,PackageCondition_1,AroundFound_1,1
1555,2/14/2023,20:18:32,EmployeeID_030,161-75-6408,PackageCondition_1,AroundFound_1,1
1556,2/14/2023,21:22:40,,229-78-3378,PackageCondition_4,AroundFound_1,1
1557,2/13/2023,12:20:58,EmployeeID_002,159-41-2421,PackageCondition_1,AroundFound_1,1
1558,2/13/2023,12:21:09,EmployeeID_002,159-41-2421,PackageCondition_1,AroundFound_1,1
1559,2/13/2023,12:21:25,EmployeeID_002,159-41-2421,PackageCondition_2,AroundFound_1,1
1560,2/13/2023,14:36:20,EmployeeID_147,258-75-6102,PackageCondition_1,AroundFound_2,1
1561,2/13/2023,15:43:27,EmployeeID_209,021-20-0249,PackageCondition_2,AroundFound_1,1
1562,2/13/2023,15:45:44,EmployeeID_209,072-75-9725,PackageCondition_2,AroundFound_1,1
1563,2/13/2023,16:12:59,EmployeeID_209,038-02-7077,PackageCondition_1,AroundFound_1,1
1564,2/13/2023,16:28:16,EmployeeID_086,268-76-2277,PackageCondition_5,AroundFound_1,1
1565,2/13/2023,19:19:23,EmployeeID_111,099-76-9313,PackageCondition_3,AroundFound_1,1
1566,2/13/2023,20:08:59,EmployeeID_209,251-26-5836,PackageCondition_2,AroundFound_1,1
1567,2/13/2023,20:23:55,EmployeeID_209,202-54-8037,PackageCondition_2,AroundFound_1,1
1568,2/12/2023,12:45:41,EmployeeID_220,075-29-1155,PackageCondition_2,AroundFound_4,1
1569,2/12/2023,12:45:59,EmployeeID_220,075-29-1170,PackageCondition_2,AroundFound_4,1
1570,2/12/2023,19:21:19,EmployeeID_111,027-34-6519,PackageCondition_1,AroundFound_1,1
1571,2/11/2023,10:34:07,EmployeeID_209,132-20-9360,PackageCondition_1,AroundFound_5,1
1572,2/11/2023,10:35:24,EmployeeID_209,132-20-1575,PackageCondition_1,AroundFound_1,1
1573,2/11/2023,10:35:50,EmployeeID_209,071-54-8953,PackageCondition_1,AroundFound_1,1
1574,2/11/2023,10:40:29,EmployeeID_209,183-38-4634,PackageCondition_2,AroundFound_1,1
1575,2/11/2023,10:42:03,EmployeeID_209,163-75-8114,PackageCondition_2,AroundFound_1,1
1576,2/11/2023,10:43:06,EmployeeID_209,055-41-7723,PackageCondition_1,AroundFound_1,1
1577,2/11/2023,10:44:20,EmployeeID_209,268-76-7553,PackageCondition_1,AroundFound_1,1
1578,2/11/2023,10:44:47,EmployeeID_209,268-16-8578,PackageCondition_2,AroundFound_1,1
1579,2/11/2023,12:52:14,EmployeeID_037,282-34-1641,PackageCondition_2,AroundFound_1,1
1580,2/11/2023,12:52:30,EmployeeID_037,282-34-7889,PackageCondition_2,AroundFound_1,1
1581,2/11/2023,13:52:22,EmployeeID_196,038-52-3106,PackageCondition_1,AroundFound_5,1
1582,2/11/2023,15:05:49,EmployeeID_196,038-02-2706,PackageCondition_1,AroundFound_1,1
1583,2/11/2023,15:21:20,EmployeeID_209,202-22-4342,PackageCondition_2,AroundFound_1,1
1584,2/11/2023,16:35:27,EmployeeID_147,122-38-2820,PackageCondition_2,AroundFound_4,1
1585,2/11/2023,16:35:38,EmployeeID_147,149-78-7054,PackageCondition_2,AroundFound_4,1
1586,2/11/2023,16:35:48,EmployeeID_147,149-78-5864,PackageCondition_2,AroundFound_4,1
1587,2/11/2023,16:35:57,EmployeeID_147,149-78-1506,PackageCondition_2,AroundFound_4,1
1588,2/11/2023,16:36:08,EmployeeID_147,149-78-7073,PackageCondition_2,AroundFound_4,1
1589,2/11/2023,16:36:17,EmployeeID_147,149-78-0606,PackageCondition_2,AroundFound_4,1
1590,2/11/2023,16:36:38,EmployeeID_147,149-78-1417,PackageCondition_2,AroundFound_4,1
1591,2/11/2023,16:36:59,EmployeeID_147,282-78-4404,PackageCondition_2,AroundFound_4,1
1592,2/11/2023,16:37:16,EmployeeID_147,282-78-6582,PackageCondition_2,AroundFound_4,1
1593,2/11/2023,16:37:33,EmployeeID_147,238-52-0923,PackageCondition_2,AroundFound_4,1
1594,2/11/2023,16:37:43,EmployeeID_147,155-54-7355,PackageCondition_2,AroundFound_4,1
1595,2/11/2023,16:37:54,EmployeeID_147,238-52-6255,PackageCondition_2,AroundFound_4,1
1596,2/11/2023,16:38:03,EmployeeID_147,149-78-8382,PackageCondition_2,AroundFound_4,1
1597,2/11/2023,16:58:20,EmployeeID_209,192-33-7278,PackageCondition_1,AroundFound_5,1
1598,2/11/2023,17:21:40,EmployeeID_209,055-41-9445,PackageCondition_1,AroundFound_1,1
1599,2/11/2023,17:23:29,EmployeeID_209,182-76-3966,PackageCondition_1,AroundFound_1,1
1600,2/11/2023,17:24:59,EmployeeID_209,097-30-4115,PackageCondition_4,AroundFound_1,1
1601,2/11/2023,17:38:05,EmployeeID_209,038-20-2131,PackageCondition_1,AroundFound_1,1
1602,2/10/2023,9:06:34,,192-10-4901,PackageCondition_3,AroundFound_5,1
1603,2/10/2023,9:19:15,EmployeeID_116,268-76-4232,PackageCondition_2,AroundFound_4,1
1604,2/10/2023,9:19:33,EmployeeID_116,164-75-3021,PackageCondition_2,AroundFound_4,1
1605,2/10/2023,9:22:12,EmployeeID_116,268-43-8981,PackageCondition_2,AroundFound_4,1
1606,2/10/2023,9:22:38,EmployeeID_116,268-43-8981,PackageCondition_2,AroundFound_4,1
1607,2/10/2023,11:53:11,,087-43-9744,PackageCondition_4,AroundFound_5,1
1608,2/10/2023,11:54:32,EmployeeID_187,265-41-3948,PackageCondition_1,AroundFound_1,1
1609,2/10/2023,16:14:27,EmployeeID_116,202-22-4342,PackageCondition_2,AroundFound_1,1
1610,2/10/2023,16:22:20,EmployeeID_116,132-20-1683,PackageCondition_1,AroundFound_1,1
1611,2/9/2023,14:30:28,EmployeeID_060,229-52-7305,PackageCondition_4,AroundFound_1,1
1612,2/9/2023,16:18:00,EmployeeID_030,055-41-1494,PackageCondition_1,AroundFound_1,1
1613,2/9/2023,16:18:19,EmployeeID_030,038-41-6205,PackageCondition_1,AroundFound_1,1
1614,2/9/2023,20:35:08,EmployeeID_220,282-33-5398,PackageCondition_3,AroundFound_4,1
1615,2/8/2023,8:28:34,EmployeeID_092,202-09-7225,PackageCondition_1,AroundFound_1,1
1616,2/8/2023,8:28:52,EmployeeID_092,202-09-7225,PackageCondition_1,AroundFound_1,1
1617,2/8/2023,12:43:38,EmployeeID_111,038-02-7824,PackageCondition_1,AroundFound_6,1
1618,2/8/2023,14:28:27,EmployeeID_223,192-33-7234,PackageCondition_3,AroundFound_1,1
1619,2/8/2023,14:42:03,EmployeeID_092,112-38-8445,PackageCondition_1,AroundFound_1,1
1620,2/8/2023,15:46:54,EmployeeID_209,055-41-4228,PackageCondition_1,AroundFound_1,1
1621,2/8/2023,17:12:08,EmployeeID_223,192-33-7234,PackageCondition_3,AroundFound_1,1
1622,2/8/2023,21:02:32,EmployeeID_116,147-43-0202,PackageCondition_2,AroundFound_4,1
1623,2/7/2023,10:57:26,EmployeeID_178,281-30-3940,PackageCondition_1,AroundFound_3,1
1624,2/7/2023,11:16:50,EmployeeID_196,038-52-6241,PackageCondition_1,AroundFound_1,1
1625,2/7/2023,12:06:51,EmployeeID_196,038-29-7355,PackageCondition_1,AroundFound_1,1
1626,2/7/2023,12:41:49,EmployeeID_196,268-76-7502,PackageCondition_2,AroundFound_1,1
1627,2/7/2023,12:42:34,EmployeeID_196,268-76-3775,PackageCondition_1,AroundFound_1,1
1628,2/7/2023,12:48:45,EmployeeID_196,038-33-5826,PackageCondition_1,AroundFound_1,1
1629,2/6/2023,12:13:55,EmployeeID_187,268-38-6967,PackageCondition_3,AroundFound_1,1
1630,2/6/2023,12:14:08,EmployeeID_187,268-76-6481,PackageCondition_3,AroundFound_1,1
1631,2/6/2023,18:28:32,EmployeeID_111,110-10-1474,PackageCondition_2,AroundFound_2,1
1632,2/6/2023,19:24:37,EmployeeID_209,097-30-4126,PackageCondition_1,AroundFound_1,1
1633,2/6/2023,19:27:03,EmployeeID_209,195-43-3838,PackageCondition_2,AroundFound_1,1
1634,2/6/2023,19:42:43,EmployeeID_147,149-78-5835,PackageCondition_2,AroundFound_1,1
1635,2/6/2023,21:00:15,EmployeeID_067,229-78-5289,PackageCondition_1,AroundFound_1,1
1636,2/6/2023,21:00:23,EmployeeID_098,046-38-8084,PackageCondition_4,AroundFound_1,1
1637,2/6/2023,21:00:34,EmployeeID_098,046-38-6859,PackageCondition_4,AroundFound_1,1
1638,2/6/2023,21:04:42,EmployeeID_067,132-78-7244,PackageCondition_1,AroundFound_1,1
1639,2/6/2023,21:04:59,EmployeeID_067,038-52-1843,PackageCondition_1,AroundFound_1,1
1640,2/6/2023,21:05:18,EmployeeID_067,038-75-7883,PackageCondition_1,AroundFound_1,1
1641,2/5/2023,10:56:20,EmployeeID_187,229-78-0242,PackageCondition_4,AroundFound_1,1
1642,2/5/2023,11:05:23,EmployeeID_002,182-76-6064,PackageCondition_1,AroundFound_1,1
1643,2/5/2023,13:23:03,EmployeeID_116,238-52-7319,PackageCondition_2,AroundFound_6,1
1644,2/5/2023,13:23:23,EmployeeID_116,155-41-0345,PackageCondition_2,AroundFound_4,1
1645,2/5/2023,13:23:35,EmployeeID_116,208-18-1067,PackageCondition_2,AroundFound_4,1
1646,2/5/2023,16:26:37,EmployeeID_178,235-33-1754,PackageCondition_3,AroundFound_3,1
1647,2/5/2023,17:44:30,EmployeeID_231,149-54-6410,PackageCondition_2,AroundFound_3,1
1648,2/5/2023,17:44:41,EmployeeID_231,109-41-5569,PackageCondition_2,AroundFound_3,1
1649,2/5/2023,17:44:52,EmployeeID_231,109-41-5840,PackageCondition_2,AroundFound_3,1
1650,2/5/2023,18:06:53,EmployeeID_209,037-51-8281,PackageCondition_2,AroundFound_4,1
1651,2/5/2023,18:07:08,EmployeeID_209,149-78-5523,PackageCondition_2,AroundFound_4,1
1652,2/5/2023,18:07:22,EmployeeID_209,155-38-8626,PackageCondition_2,AroundFound_4,1
1653,2/5/2023,18:07:33,EmployeeID_209,149-78-5458,PackageCondition_2,AroundFound_4,1
1654,2/5/2023,18:07:48,EmployeeID_209,282-78-4227,PackageCondition_2,AroundFound_4,1
1655,2/5/2023,18:08:04,EmployeeID_209,037-51-6079,PackageCondition_2,AroundFound_4,1
1656,2/4/2023,7:19:45,,192-10-3164,PackageCondition_4,AroundFound_5,1
1657,2/4/2023,8:13:30,EmployeeID_141,097-30-7747,PackageCondition_4,AroundFound_6,1
1658,2/4/2023,15:18:19,EmployeeID_209,071-54-7835,PackageCondition_1,AroundFound_1,1
1659,2/4/2023,16:21:57,EmployeeID_231,122-41-9161,PackageCondition_2,AroundFound_4,1
1660,2/4/2023,16:22:56,EmployeeID_231,268-76-1794,PackageCondition_2,AroundFound_4,1
1661,2/3/2023,12:05:16,EmployeeID_116,229-78-1964,PackageCondition_1,AroundFound_1,1
1662,2/2/2023,11:58:33,EmployeeID_196,132-05-5836,PackageCondition_1,AroundFound_1,1
1663,2/2/2023,11:58:47,EmployeeID_196,132-05-8591,PackageCondition_1,AroundFound_1,1
1664,2/2/2023,16:10:23,EmployeeID_067,229-52-7305,PackageCondition_1,AroundFound_1,1
1665,2/2/2023,16:10:36,EmployeeID_067,229-52-7305,PackageCondition_1,AroundFound_1,1
1666,2/2/2023,16:10:50,EmployeeID_067,229-52-7305,PackageCondition_1,AroundFound_1,1
1667,2/2/2023,17:11:01,EmployeeID_147,202-05-1119,PackageCondition_1,AroundFound_4,1
1668,2/2/2023,20:25:35,EmployeeID_147,097-30-4115,PackageCondition_1,AroundFound_1,1
1669,2/2/2023,20:41:21,EmployeeID_067,182-76-6016,PackageCondition_1,AroundFound_1,1
1670,2/2/2023,20:48:33,EmployeeID_098,223-54-5962,PackageCondition_2,AroundFound_1,1
1671,2/2/2023,20:48:47,EmployeeID_098,031-75-2297,PackageCondition_2,AroundFound_1,1
1672,2/2/2023,20:48:59,EmployeeID_098,074-10-2512,PackageCondition_2,AroundFound_1,1
1673,2/2/2023,20:49:12,EmployeeID_098,282-78-3496,PackageCondition_2,AroundFound_1,1
1674,2/2/2023,20:49:27,EmployeeID_098,155-34-5231,PackageCondition_2,AroundFound_1,1
1675,2/2/2023,20:49:39,EmployeeID_098,132-20-1602,PackageCondition_4,AroundFound_1,1
1676,2/2/2023,20:49:57,EmployeeID_098,074-10-9882,PackageCondition_2,AroundFound_1,1
1677,2/2/2023,20:50:10,EmployeeID_098,038-02-7848,PackageCondition_4,AroundFound_1,1
1678,2/1/2023,14:23:20,EmployeeID_147,149-78-5407,PackageCondition_2,AroundFound_4,1
1679,2/1/2023,14:28:23,EmployeeID_116,164-75-7375,PackageCondition_2,AroundFound_1,1
1680,2/1/2023,16:41:33,EmployeeID_116,149-30-1567,PackageCondition_2,AroundFound_1,1
1681,2/1/2023,17:00:35,EmployeeID_030,241-33-7362,PackageCondition_1,AroundFound_2,1
1682,2/1/2023,17:39:44,EmployeeID_209,241-33-7362,PackageCondition_1,AroundFound_1,1
1683,1/31/2023,14:09:53,EmployeeID_141,031-38-3991,PackageCondition_4,AroundFound_1,1
1684,1/31/2023,14:10:11,EmployeeID_141,268-18-2825,PackageCondition_4,AroundFound_1,1
1685,1/31/2023,14:10:26,EmployeeID_141,268-43-2926,PackageCondition_4,AroundFound_1,1
1686,1/31/2023,14:10:38,EmployeeID_141,268-43-9943,PackageCondition_4,AroundFound_1,1
1687,1/31/2023,14:11:00,EmployeeID_141,003-10-5838,PackageCondition_4,AroundFound_1,1
1688,1/31/2023,14:11:15,EmployeeID_141,164-75-8658,PackageCondition_4,AroundFound_1,1
1689,1/31/2023,14:11:29,EmployeeID_141,268-76-0269,PackageCondition_4,AroundFound_1,1
1690,1/31/2023,14:11:42,EmployeeID_141,164-75-3214,PackageCondition_4,AroundFound_1,1
1691,1/31/2023,18:16:24,EmployeeID_030,068-75-7873,PackageCondition_1,AroundFound_2,1
1692,1/31/2023,19:36:15,EmployeeID_098,251-26-8851,PackageCondition_1,AroundFound_1,1
1693,1/31/2023,19:36:27,EmployeeID_098,202-38-3539,PackageCondition_1,AroundFound_1,1
1694,1/31/2023,21:25:02,EmployeeID_041,055-41-5881,PackageCondition_1,AroundFound_1,1
1695,1/30/2023,8:18:25,EmployeeID_196,038-33-7862,PackageCondition_1,AroundFound_1,1
1696,1/30/2023,8:18:47,EmployeeID_196,038-52-7202,PackageCondition_1,AroundFound_1,1
1697,1/30/2023,8:19:47,EmployeeID_043,038-29-8568,PackageCondition_1,AroundFound_1,1
1698,1/30/2023,8:20:18,EmployeeID_043,038-52-9686,PackageCondition_1,AroundFound_1,1
1699,1/30/2023,8:20:43,EmployeeID_043,038-02-9155,PackageCondition_1,AroundFound_1,1
1700,1/30/2023,8:21:06,EmployeeID_043,132-20-7940,PackageCondition_1,AroundFound_1,1
1701,1/30/2023,8:21:58,EmployeeID_043,132-20-1575,PackageCondition_1,AroundFound_1,1
1702,1/30/2023,8:22:19,EmployeeID_043,038-52-2929,PackageCondition_1,AroundFound_1,1
1703,1/30/2023,9:00:58,EmployeeID_196,132-05-2480,PackageCondition_1,AroundFound_1,1
1704,1/30/2023,9:34:29,EmployeeID_047,216-33-6380,PackageCondition_1,AroundFound_1,1
1705,1/30/2023,9:35:36,EmployeeID_196,038-29-8568,PackageCondition_1,AroundFound_1,1
1706,1/30/2023,17:31:03,EmployeeID_067,229-78-3502,PackageCondition_1,AroundFound_1,1
1707,1/30/2023,17:47:20,EmployeeID_147,238-78-7859,PackageCondition_2,AroundFound_4,1
1708,1/30/2023,19:30:03,EmployeeID_067,038-33-9508,PackageCondition_1,AroundFound_1,1
1709,1/30/2023,19:30:18,EmployeeID_067,038-33-7416,PackageCondition_1,AroundFound_1,1
1710,1/30/2023,19:31:04,EmployeeID_067,038-20-2050,PackageCondition_1,AroundFound_1,1
1711,1/30/2023,19:31:43,EmployeeID_067,038-52-7390,PackageCondition_1,AroundFound_1,1
1712,1/30/2023,20:14:44,EmployeeID_111,238-10-0503,PackageCondition_2,AroundFound_1,1
1713,1/30/2023,20:30:34,EmployeeID_067,042-76-3194,PackageCondition_1,AroundFound_1,1
1714,1/30/2023,20:30:54,EmployeeID_067,038-29-8837,PackageCondition_1,AroundFound_1,1
1715,1/29/2023,13:20:58,EmployeeID_231,075-29-5193,PackageCondition_2,AroundFound_4,1
1716,1/29/2023,14:53:18,EmployeeID_220,052-75-4155,PackageCondition_1,AroundFound_6,1
1717,1/29/2023,20:40:05,EmployeeID_147,155-20-5514,PackageCondition_2,AroundFound_4,1
1718,1/28/2023,15:30:12,,114-10-5567,PackageCondition_4,AroundFound_5,1
1719,1/27/2023,12:09:45,EmployeeID_147,138-33-7032,PackageCondition_4,AroundFound_1,1
1720,1/27/2023,12:15:12,EmployeeID_147,229-78-3378,PackageCondition_4,AroundFound_1,1
1721,1/27/2023,12:16:27,EmployeeID_147,214-76-4763,PackageCondition_1,AroundFound_1,1
1722,1/27/2023,12:29:11,EmployeeID_187,038-18-1109,PackageCondition_1,AroundFound_1,1
1723,1/27/2023,15:16:03,EmployeeID_209,038-02-9727,PackageCondition_1,AroundFound_1,1
1724,1/27/2023,18:11:22,EmployeeID_147,138-38-2223,PackageCondition_4,AroundFound_1,1
1725,1/26/2023,13:00:37,EmployeeID_111,268-76-3347,PackageCondition_2,AroundFound_1,1
1726,1/26/2023,14:02:26,EmployeeID_220,229-78-3701,PackageCondition_3,AroundFound_1,1
1727,1/26/2023,18:44:13,EmployeeID_196,038-05-5813,PackageCondition_4,AroundFound_7,1
1728,1/26/2023,19:06:33,EmployeeID_147,155-41-2420,PackageCondition_2,AroundFound_4,1
1729,1/26/2023,19:06:42,EmployeeID_147,235-29-0931,PackageCondition_2,AroundFound_4,1
1730,1/26/2023,19:06:54,EmployeeID_147,155-34-4574,PackageCondition_2,AroundFound_4,1
1731,1/26/2023,19:07:06,EmployeeID_147,155-33-3147,PackageCondition_2,AroundFound_4,1
1732,1/26/2023,19:07:21,EmployeeID_147,038-29-0987,PackageCondition_1,AroundFound_4,1
1733,1/25/2023,15:46:27,EmployeeID_209,268-76-1378,PackageCondition_1,AroundFound_1,1
1734,1/25/2023,18:38:37,EmployeeID_030,229-78-7225,PackageCondition_1,AroundFound_2,1
1735,1/25/2023,18:38:55,EmployeeID_030,229-78-7225,PackageCondition_1,AroundFound_2,1
1736,1/25/2023,18:39:16,EmployeeID_030,229-78-7225,PackageCondition_1,AroundFound_2,1
1737,1/25/2023,18:39:36,EmployeeID_030,229-78-1964,PackageCondition_1,AroundFound_2,1
1738,1/24/2023,12:46:58,,063-33-5395,PackageCondition_3,AroundFound_5,1
1739,1/24/2023,14:31:11,EmployeeID_196,038-52-1667,PackageCondition_1,AroundFound_1,1
1740,1/24/2023,19:57:06,EmployeeID_067,042-54-5841,PackageCondition_1,AroundFound_1,1
1741,1/24/2023,20:49:18,EmployeeID_098,171-43-5311,PackageCondition_1,AroundFound_1,1
1742,1/24/2023,20:49:33,EmployeeID_098,171-43-5311,PackageCondition_1,AroundFound_1,1
1743,1/24/2023,20:49:48,EmployeeID_098,171-43-4110,PackageCondition_3,AroundFound_1,1
1744,1/24/2023,20:50:21,EmployeeID_098,171-43-8371,PackageCondition_3,AroundFound_1,1
1745,1/24/2023,20:59:17,EmployeeID_147,159-75-5386,PackageCondition_2,AroundFound_4,1
1746,1/24/2023,20:59:32,EmployeeID_147,155-33-7863,PackageCondition_2,AroundFound_4,1
1747,1/24/2023,21:27:54,EmployeeID_209,038-20-5813,PackageCondition_1,AroundFound_5,1
1748,1/23/2023,10:15:53,,220-21-6893,PackageCondition_4,AroundFound_5,1
1749,1/23/2023,12:30:05,EmployeeID_116,268-76-5869,PackageCondition_2,AroundFound_1,1
1750,1/23/2023,12:44:54,EmployeeID_149,112-54-7526,PackageCondition_1,AroundFound_1,1
1751,1/23/2023,18:45:24,EmployeeID_098,229-78-7135,PackageCondition_4,AroundFound_1,1
1752,1/22/2023,8:26:15,EmployeeID_231,238-10-7019,PackageCondition_2,AroundFound_4,1
1753,1/22/2023,10:19:00,EmployeeID_231,122-75-0681,PackageCondition_2,AroundFound_1,1
1754,1/22/2023,11:40:11,EmployeeID_196,042-54-3902,PackageCondition_1,AroundFound_1,1
1755,1/22/2023,13:09:24,EmployeeID_196,038-78-7224,PackageCondition_1,AroundFound_1,1
1756,1/22/2023,14:05:36,EmployeeID_231,122-16-6122,PackageCondition_2,AroundFound_1,1
1757,1/22/2023,14:05:50,EmployeeID_231,202-05-8748,PackageCondition_2,AroundFound_1,1
1758,1/22/2023,14:06:36,EmployeeID_231,177-20-7869,PackageCondition_2,AroundFound_4,1
1759,1/22/2023,15:26:45,,229-33-2696,PackageCondition_4,AroundFound_5,1
1760,1/22/2023,18:36:48,EmployeeID_198,229-78-6550,PackageCondition_3,AroundFound_1,1
1761,1/22/2023,18:37:01,EmployeeID_198,229-78-6550,PackageCondition_3,AroundFound_1,1
1762,1/22/2023,18:37:15,EmployeeID_198,229-33-2634,PackageCondition_3,AroundFound_1,1
1763,1/21/2023,8:12:15,EmployeeID_037,149-78-1664,PackageCondition_1,AroundFound_1,1
1764,1/21/2023,8:12:30,EmployeeID_037,149-78-8381,PackageCondition_1,AroundFound_1,1
1765,1/21/2023,17:08:44,EmployeeID_030,132-05-5309,PackageCondition_1,AroundFound_1,1
1766,1/21/2023,21:39:17,EmployeeID_147,284-16-9658,PackageCondition_2,AroundFound_1,1
1767,1/21/2023,21:49:01,EmployeeID_147,216-33-7869,PackageCondition_1,AroundFound_1,1
1768,1/21/2023,21:49:21,EmployeeID_147,216-33-7869,PackageCondition_1,AroundFound_1,1
1769,1/21/2023,21:49:31,EmployeeID_147,055-41-9452,PackageCondition_1,AroundFound_1,1
1770,1/21/2023,21:49:59,EmployeeID_147,097-30-4993,PackageCondition_1,AroundFound_1,1
1771,1/20/2023,12:44:56,EmployeeID_013,038-52-3702,PackageCondition_1,AroundFound_1,1
1772,1/20/2023,14:08:47,EmployeeID_030,042-76-7874,PackageCondition_3,AroundFound_1,1
1773,1/20/2023,14:49:02,EmployeeID_030,038-41-4815,PackageCondition_1,AroundFound_1,1
1774,1/19/2023,9:34:34,EmployeeID_124,268-38-0903,PackageCondition_1,AroundFound_1,1
1775,1/19/2023,10:58:21,EmployeeID_116,268-16-2822,PackageCondition_2,AroundFound_1,1
1776,1/19/2023,10:58:38,EmployeeID_116,268-16-5994,PackageCondition_1,AroundFound_1,1
1777,1/19/2023,12:04:27,EmployeeID_196,038-02-1641,PackageCondition_1,AroundFound_1,1
1778,1/19/2023,12:04:44,EmployeeID_196,038-02-1643,PackageCondition_1,AroundFound_1,1
1779,1/19/2023,12:05:01,EmployeeID_196,038-02-1687,PackageCondition_1,AroundFound_1,1
1780,1/19/2023,13:32:10,EmployeeID_086,038-02-1669,PackageCondition_5,AroundFound_1,1
