dpci,void_flag,itm_ent_mthd,count,ovrd_prc_var,reg_rtl,sell_rtl,cf_prc_ovrd_amt,cf_price_dif,Item Price,Override Variance,pvr_adj_amt
047-56-3482, ,S,1,0,12,12,0,0,12,0,0
047-56-3575, ,S,1,0,21,21,0,0,21,0,0
047-56-3575, ,S,1,0,21,21,0,0,21,0,0
047-56-4625, ,S,1,0,23.49,23.49,0,0,23.49,0,0
047-56-4625, ,S,1,0,23.49,23.49,0,0,23.49,0,0
047-56-4916, ,S,1,0,8,8,0,0,8,0,0
047-56-5197, ,S,1,0,11,11,0,0,11,0,0
047-56-6077, ,S,1,0,14,14,0,0,14,0,0
047-56-6840, ,S,1,0,1.99,1.99,0,0,1.99,0,0
047-56-6848, ,S,1,0,6.8,6.8,0,0,6.8,0,0
047-56-7370, ,S,1,0,15,15,0,0,15,0,0
047-56-7400, ,S,1,0,15,15,0,0,15,0,0
047-63-0048, ,S,1,0,10,10,0,0,10,0,0
047-63-0249, ,S,2,0,20,20,0,0,10,0,0
047-63-0711, ,S,1,0,10,8,2,2,10,0.2,0
047-63-0782, ,S,1,0,35,35,0,0,35,0,0
047-63-0783, ,S,1,0,13,13,0,0,13,0,0
047-63-1399, ,S,1,0,10.99,10.99,0,0,10.99,0,0
047-63-1399, ,S,1,0,10.99,10.99,0,0,10.99,0,0
047-63-1687, ,S,2,0,14,14,0,0,7,0,0
047-63-1687, ,S,1,0,7,6.3,0.7,0.7,7,0.1,0
047-63-2024, ,S,3,0,30,30,0,0,10,0,0
047-63-2035, ,S,3,0,15.27,15.27,0,0,5.09,0,0
047-63-2647, ,S,1,0,8,8,0,0,8,0,0
047-63-2740, ,S,3,0,16.47,16.47,0,0,5.49,0,0
047-63-2740, ,S,2,0,10.98,10.98,0,0,5.49,0,0
047-63-2931, ,S,3,0,39,39,0,0,13,0,0
047-63-3090, ,S,1,0,3,3,0,0,1,0,0
047-63-3090, ,S,1,0,3,3,0,0,0.6,0,0
047-63-3756, ,S,1,0,20.49,20.49,0,0,20.49,0,0
047-63-4237, ,S,1,0,10,8,2,2,10,0.2,0
047-63-4438, ,S,1,0,5.6,5.6,0,0,0.7,0,0
047-63-5012, ,S,1,0,12,12,0,0,12,0,0
047-63-5614, ,S,1,0,12,12,0,0,12,0,0
047-63-5762, ,S,1,0,12,12,0,0,12,0,0
047-63-5934, ,S,2,0,14,14,0,0,7,0,0
047-63-6069, ,S,1,0,10,8,2,2,10,0.2,0
047-63-6102, ,S,2,0,13.6,13.6,0,0,6.8,0,0
047-63-6130, ,S,1,0,30,30,0,0,30,0,0
047-63-6727, ,S,1,0,16,15,1,1,16,0.0625,0
047-67-0722, ,S,1,0,49.99,49.99,0,0,49.99,0,0
047-67-3219, ,S,1,0,12.99,12.99,0,0,12.99,0,0
047-67-3911,,SCANNED,1,0,20.99,20.99,0,0,20.99,0,0
047-67-5561, ,S,1,0,3.99,3.99,0,0,3.99,0,0
047-67-5665, ,S,1,0,5.99,5.99,0,0,5.99,0,0
047-67-5916, ,S,1,0,5.99,5.99,0,0,5.99,0,0
047-67-6114, ,S,1,0,4.99,4.99,0,0,4.99,0,0
047-67-6620, ,S,1,0,2.79,2.79,0,0,2.79,0,0
047-70-0033, ,S,1,0,6,6,0,0,6,0,0
047-70-0517, ,S,1,0,7,7,0,0,7,0,0
047-70-0800, ,S,1,0,4,4,0,0,4,0,0
047-70-1031,,SCANNED,1,0,15,15,0,0,15,0,0
047-70-2781, ,S,1,0,26,26,0,0,26,0,0
047-70-2913, ,S,1,0,10,10,0,0,10,0,0
047-70-3204, ,S,1,0,13,13,0,0,13,0,0
047-70-3384, ,S,1,0,10,8,2,2,10,0.2,0
047-70-4354, ,S,1,0,4,4,0,0,4,0,0
047-70-4354, ,S,1,0,4,4,0,0,4,0,0
047-70-4354, ,S,2,0,10,10,0,0,5,0,0
047-70-4725, ,S,1,0,12,12,0,0,12,0,0
047-70-4725, ,S,1,0,12,12,0,0,12,0,0
047-70-5435, ,S,1,0,13,13,0,0,13,0,0
047-70-5435, ,S,1,0,13,9.75,3.25,3.25,13,0.25,0
047-70-6468, ,S,1,0,16,16,0,0,16,0,0
047-70-6649, ,S,1,0,9,9,0,0,9,0,0
048-02-2537, ,K,1,0,349,349,0,0,349,0,0
048-02-3535, ,S,1,0,499,0,499,499,499,1,0
048-02-3535, ,S,1,0,249.5,249.5,0,0,249.5,0,0
048-34-5795, ,S,1,0,65,65,0,0,65,0,0
049-03-0544, ,S,1,0,1.99,1.99,0,0,1.99,0,0
049-03-3229, ,S,1,0,10,10,0,0,10,0,0
049-03-3285, ,S,1,0,1.49,1.49,0,0,1.49,0,0
049-03-6848, ,S,1,0,12.99,12.99,0,0,12.99,0,0
049-03-6927, ,S,1,0,1.99,1.99,0,0,1.99,0,0
049-07-1617,,SCANNED,1,0,16.99,16.99,0,0,16.99,0,0
049-07-2204, ,S,1,0,21.99,21.99,0,0,21.99,0,0
049-07-2334, ,S,1,0,21.99,21.99,0,0,21.99,0,0
049-07-2593, ,S,1,0,10.49,10.49,0,0,10.49,0,0
049-07-2652, ,S,1,0,24.99,24.99,0,0,24.99,0,0
049-07-2689, ,S,1,0,14.99,14.99,0,0,14.99,0,0
049-07-3210, ,S,1,0,24.99,24.99,0,0,24.99,0,0
049-07-3263, ,S,1,0,17.99,17.99,0,0,17.99,0,0
049-07-3504, ,S,1,0,12.49,12.49,0,0,12.49,0,0
049-07-3798,,SCANNED,1,0,14.99,10.49,4.5,4.5,14.99,0.300200133,0
049-07-5023,,SCANNED,1,0,8,5.6,2.4,2.4,8,0.3,0
049-07-5041, ,S,1,0,0,12.99,-12.99,-12.99,0,0,0
049-07-5441, ,S,1,0,12.99,12.99,0,0,12.99,0,0
049-07-5444, ,S,1,0,14.99,14.99,0,0,14.99,0,0
049-07-6113, ,K,1,0,14.99,14.99,0,0,14.99,0,0
049-07-6328, ,S,1,0,11.89,11.89,0,0,11.89,0,0
049-07-6627, ,S,1,0,8.49,8.49,0,0,8.49,0,0
049-07-7192, ,S,1,0,16.99,16.99,0,0,16.99,0,0
049-07-7547,,SCANNED,1,0,8,5.6,2.4,2.4,8,0.3,0
049-11-0898, ,S,1,0,24.99,24.99,0,0,24.99,0,0
049-11-0898, ,S,1,0,24.99,24.99,0,0,24.99,0,0
049-11-0898, ,S,1,0.3,24.99,17.49,7.5,7.5,24.99,0.300120048,0
049-11-0942, ,S,4,0,3.6,3.6,0,0,0.9,0,0
049-11-1043, ,S,1,0,19.99,19.99,0,0,19.99,0,0
049-11-1197, ,S,1,0,2.7,2.7,0,0,2.7,0,0
049-11-1244, ,S,1,0,24.99,24.99,0,0,24.99,0,0
049-11-1894, ,S,1,0,2,2,0,0,2,0,0
049-11-2360, ,S,1,0,19.99,19.99,0,0,19.99,0,0
049-11-3661, ,S,1,0,1.99,1.99,0,0,1.99,0,0
049-11-4593, ,S,1,0,8,8,0,0,8,0,0
049-11-4923, ,S,1,0,20,20,0,0,20,0,0
049-11-5131, ,S,1,0,21.99,21.99,0,0,21.99,0,0
049-11-5172, ,S,1,0,1.99,1.99,0,0,1.99,0,0
049-11-5438, ,S,1,0,1.99,1.99,0,0,1.99,0,0
049-11-6005, ,S,1,0,20,20,0,0,20,0,0
049-11-7107, ,S,1,0,24.99,24.99,0,0,24.99,0,0
049-11-7475, ,S,1,0,1.99,1.99,0,0,1.99,0,0
049-12-0273, ,S,1,0,19.99,19.99,0,0,19.99,0,0
049-12-0584, ,S,1,0,14.99,14.99,0,0,14.99,0,0
049-12-3696, ,S,1,0,19.99,11.99,8,8,19.99,0.4002001,0
049-12-6109, ,S,1,0.3,14.99,10.49,4.5,4.5,14.99,0.300200133,0
049-12-7532, ,S,1,0,14.99,14.99,0,0,14.99,0,0
049-45-0127, ,S,1,0,24.99,24.99,0,0,24.99,0,0
049-45-1046, ,K,1,0,10.49,10.49,0,0,10.49,0,0
049-45-4810, ,S,1,0,21.99,15.39,6.6,6.6,21.99,0.300136426,0
049-45-5687, ,S,1,0,21.99,15.39,6.6,6.6,21.99,0.300136426,0
049-51-0379, ,S,1,0,9.99,9.99,0,0,9.99,0,0
049-51-4528, ,S,1,0,4.49,4.49,0,0,4.49,0,0
049-51-5371, ,S,1,0,14.99,14.99,0,0,14.99,0,0
049-51-6833, ,S,1,0,9.99,9.99,0,0,9.99,0,0
049-56-0118, ,S,1,0,19.99,19.99,0,0,19.99,0,0
049-56-1492,,SCANNED,1,0.29,11.89,8.49,3.4,3.4,11.89,0.285954584,-3.4
049-56-1492, ,S,1,0,16.99,16.99,0,0,16.99,0,0
049-56-2098, ,S,1,0,21.99,21.99,0,0,21.99,0,0
049-56-2559, ,S,1,0,14.99,14.99,0,0,14.99,0,0
049-56-3713,,SCANNED,1,0,5.09,5.09,0,0,5.09,0,0
049-56-3895, ,S,1,0,10.49,10.49,0,0,10.49,0,0
049-56-3986, ,S,1,0,14.99,14.99,0,0,14.99,0,0
049-56-4527, ,S,1,0,14.99,11.99,3,3,14.99,0.200133422,0
049-56-4901,,SCANNED,1,0,8.49,8.49,0,0,8.49,0,0
049-56-4995,,SCANNED,1,0,11.89,11.89,0,0,11.89,0,0
049-56-5007,,SCANNED,1,0,7.49,7.49,0,0,7.49,0,0
049-56-5140, ,S,1,0,21.99,21.99,0,0,21.99,0,0
049-56-5146, ,S,1,0,12.99,9.09,3.9,3.9,12.99,0.300230947,0
049-56-5349, ,S,1,0,14.99,14.99,0,0,14.99,0,0
049-56-5437, ,S,1,0,16.99,16.99,0,0,16.99,0,0
049-56-5514,,SCANNED,1,0,8.49,8.49,0,0,8.49,0,0
049-56-5674, ,S,1,0,16.99,16.99,0,0,16.99,0,0
049-56-6602, ,S,1,0,12.99,12.99,0,0,12.99,0,0
049-56-6665, ,S,1,0,14.99,14.99,0,0,14.99,0,0
049-56-6817, ,S,1,0,12.99,12.99,0,0,12.99,0,0
049-56-6817, ,S,1,0,12.99,8,4.99,4.99,12.99,0.384141647,0
049-70-0407, ,S,1,0,12.99,12.99,0,0,12.99,0,0
049-70-0677, ,S,1,0,12.99,12.99,0,0,12.99,0,0
049-70-0677, ,S,1,0,12.99,12.99,0,0,12.99,0,0
049-70-0936, ,S,1,0,20,12,8,8,20,0.4,0
049-70-1149, ,S,1,0,12.99,12.99,0,0,12.99,0,0
049-70-1289, ,S,1,0,12.99,12.99,0,0,12.99,0,0
049-70-1846, ,S,1,0,12.99,12.99,0,0,12.99,0,0
049-70-1858, ,S,1,0,9.99,9.99,0,0,9.99,0,0
049-70-2089, ,S,1,0,12.99,12.99,0,0,12.99,0,0
049-70-2148, ,S,1,0,12.99,12.99,0,0,12.99,0,0
049-70-2151,,SCANNED,1,0,12.99,12.99,0,0,12.99,0,0
049-70-2406, ,S,1,0,9.99,9.99,0,0,9.99,0,0
049-70-2468, ,S,1,0,9.99,9.99,0,0,9.99,0,0
049-70-2468, ,S,1,0,9.99,9.99,0,0,9.99,0,0
049-70-2912, ,S,1,0,12.99,12.99,0,0,12.99,0,0
049-70-3103, ,S,1,0,9.99,9.99,0,0,9.99,0,0
049-70-3213, ,S,1,0,17.99,17.99,0,0,17.99,0,0
049-70-3936, ,S,1,0,19.99,13.99,6,6,19.99,0.300150075,0
049-70-3936, ,S,1,0,19.99,19.99,0,0,19.99,0,0
049-70-4089, ,S,1,0,8.99,8.99,0,0,8.99,0,0
049-70-4185, ,S,1,0,9.99,9.99,0,0,9.99,0,0
049-70-4229, ,S,1,0,20,15,5,5,20,0.25,0
049-70-4949, ,S,1,0,9.99,7.99,2,2,9.99,0.2002002,0
049-70-5112, ,S,1,0,6,6,0,0,6,0,0
049-70-5431, ,S,1,0,8.99,8.99,0,0,8.99,0,0
049-70-5431, ,S,1,0.49,17.99,9.09,8.9,8.9,17.99,0.494719288,0
049-70-5597, ,S,1,0,9.99,9.99,0,0,9.99,0,0
049-70-5597, ,S,1,0,9.99,9.99,0,0,9.99,0,0
049-70-5597, ,S,1,0,9.99,9.99,0,0,9.99,0,0
049-70-5597, ,S,1,0,9.99,9.99,0,0,9.99,0,0
049-70-5849,,SCANNED,1,0,12.99,12.99,0,0,12.99,0,0
049-70-5956, ,S,1,0,17.99,17.99,0,0,17.99,0,0
049-70-6464, ,S,1,0,9.99,9.99,0,0,9.99,0,0
049-70-6464, ,S,1,0,9.99,9.99,0,0,9.99,0,0
049-70-6507,,SCANNED,1,0.25,9.09,6.82,2.27,2.27,9.09,0.249724972,-2.27
049-70-6619, ,S,1,0,12.99,12.99,0,0,12.99,0,0
049-70-6669, ,S,1,0,12.99,10.39,2.6,2.6,12.99,0.200153965,0
049-70-6669, ,S,1,0,12.99,12.99,0,0,12.99,0,0
049-70-6802, ,S,1,0,12.99,12.99,0,0,12.99,0,0
049-70-6980, ,S,1,0,12.99,12.99,0,0,12.99,0,0
049-70-7074, ,S,1,0,8.99,8.99,0,0,8.99,0,0
049-70-7358, ,S,1,0,17.99,12.59,5.4,5.4,17.99,0.300166759,0
049-70-7358, ,S,1,0,17.99,17.99,0,0,17.99,0,0
049-70-7468, ,S,1,0,9.99,9.99,0,0,9.99,0,0
049-71-0189, ,S,1,0,14.99,14.99,0,0,14.99,0,0
049-71-0605,,SCANNED,1,0,14.99,14.99,0,0,14.99,0,0
049-71-0896, ,S,1,0,19.99,19.99,0,0,19.99,0,0
049-71-3792, ,S,1,0,14.99,14.99,0,0,14.99,0,0
049-71-4778, ,S,1,0,8,5.6,2.4,2.4,8,0.3,0
049-71-6591,,SCANNED,1,0,14.99,11.99,3,3,14.99,0.200133422,0
051-34-0033, ,S,1,0,18.99,18.99,0,0,18.99,0,0
051-34-0486, ,S,1,0,10.99,10.99,0,0,10.99,0,0
051-34-0867, ,S,1,0,5.99,5.99,0,0,5.99,0,0
051-34-1160, ,S,1,0,10.99,10.99,0,0,10.99,0,0
051-34-3550, ,S,1,0,5.99,5.99,0,0,5.99,0,0
051-34-4151, ,S,1,0,20.99,20.99,0,0,20.99,0,0
051-34-4731, ,S,1,0,21.99,21.99,0,0,21.99,0,0
051-34-5065, ,S,1,0,16.99,16.99,0,0,16.99,0,0
051-34-5421, ,S,1,0,7.19,7.19,0,0,7.19,0,0
051-34-5622, ,S,1,0,20.99,20.99,0,0,20.99,0,0
051-34-5628, ,S,1,0,20.99,17.99,3,3,20.99,0.142925202,0
051-34-5628, ,S,1,0,20.99,20.99,0,0,20.99,0,0
051-34-6892, ,S,1,0,22.99,22.99,0,0,22.99,0,0
051-34-7520,,SCANNED,1,0,22.99,22.99,0,0,22.99,0,0
051-56-0033, ,S,1,0,99.99,69.99,30,30,99.99,0.300030003,0
051-56-1410, ,S,1,0,164.99,164.99,0,0,164.99,0,0
051-56-2248, ,S,1,0,119.99,99.99,20,20,119.99,0.166680557,0
051-56-3585, ,S,1,0,199.99,129.99,70,70,199.99,0.350017501,0
051-56-3585, ,S,1,0,199.99,129.99,70,70,199.99,0.350017501,0
051-56-5778, ,S,1,0,84.99,84.99,0,0,84.99,0,0
051-70-1095, ,S,1,0,179.99,179.99,0,0,179.99,0,0
051-70-1174, ,S,1,0,279.99,134.99,145,145,279.99,0.517875638,0
051-70-1834, ,S,1,0,399.99,329.99,70,70,399.99,0.175004375,0
051-70-2395, ,S,1,0,219.99,179.99,40,40,219.99,0.181826447,0
051-70-3563, ,S,1,0,54.99,49.99,5,5,54.99,0.090925623,0
051-70-4507, ,S,1,0,97.99,97.99,0,0,97.99,0,0
051-70-4507, ,S,1,0,79.99,79.99,0,0,79.99,0,0
051-70-5205, ,S,1,0,49.99,39.99,10,10,49.99,0.200040008,0
051-70-5345, ,S,1,0,249.99,169.99,80,80,249.99,0.320012801,0
051-70-5545, ,S,1,0,77.99,77.99,0,0,77.99,0,0
051-70-5864, ,S,1,0,39.99,29.99,10,10,39.99,0.250062516,0
051-70-6109, ,S,1,0,38.99,38.99,0,0,38.99,0,0
051-70-6153, ,S,1,0,79.95,79.95,0,0,79.95,0,0
051-70-6215, ,S,1,0,69.99,59.99,10,10,69.99,0.142877554,0
051-70-6215, ,S,1,0,69.99,69.99,0,0,69.99,0,0
051-70-7045, ,S,1,0,459.99,379.99,80,80,459.99,0.173916824,0
051-70-7045, ,S,1,0,379.99,169.99,210,210,379.99,0.552646122,0
051-70-7105, ,S,1,0.05,89.99,85.05,4.94,4.94,89.99,0.054894988,0
052-64-0001, ,S,2,0,13.98,13.98,0,0,6.99,0,0
052-64-0001, ,S,2,0,13.98,13.98,0,0,6.99,0,0
052-64-0019, ,S,1,0,5,5,0,0,5,0,0
052-64-0073, ,S,1,0,15,15,0,0,15,0,0
052-64-0104, ,S,1,0,2.5,2.5,0,0,2.5,0,0
052-64-0105, ,S,1,0,10,10,0,0,10,0,0
052-64-0113, ,S,1,0,5,5,0,0,5,0,0
052-64-0126, ,S,2,0,4.8,4.8,0,0,2.4,0,0
052-64-0133, ,S,1,0,2.99,2.99,0,0,2.99,0,0
052-64-0241, ,S,1,0,2.99,2.99,0,0,2.99,0,0
052-64-0279, ,S,1,0,8.99,8.99,0,0,8.99,0,0
052-64-0289, ,S,1,0,10,10,0,0,10,0,0
052-64-0339, ,S,1,0,3.6,3.6,0,0,3.6,0,0
052-64-0387, ,S,1,0,3,3,0,0,3,0,0
052-64-0389, ,S,1,0,2.99,2.99,0,0,2.99,0,0
052-64-0389, ,S,1,0,4.99,4.99,0,0,4.99,0,0
052-64-0402, ,S,1,0,19,19,0,0,19,0,0
052-64-0504, ,S,1,0,8,8,0,0,8,0,0
052-64-0565, ,S,1,0,10.99,9.34,1.65,1.65,10.99,0.150136488,0
052-64-0637, ,S,1,0,9.89,9.89,0,0,9.89,0,0
052-64-0699, ,S,1,0,15.99,15.99,0,0,15.99,0,0
052-64-0702, ,S,1,0,2.99,2.99,0,0,2.99,0,0
052-64-0702, ,S,1,0,2.99,2.99,0,0,2.99,0,0
052-64-0730, ,S,1,0,10,10,0,0,10,0,0
052-64-0767, ,S,1,0,3.5,3.5,0,0,3.5,0,0
052-64-0815, ,S,1,0,1.4,1.4,0,0,1.4,0,0
052-64-0815, ,S,1,0,2,2,0,0,2,0,0
052-64-0819, ,S,1,0,2,2,0,0,2,0,0
052-64-0836, ,S,1,0,2.4,2.4,0,0,2.4,0,0
052-64-0852, ,S,1,0,1.59,1.59,0,0,1.59,0,0
052-64-0858, ,S,1,0,2,2,0,0,2,0,0
052-64-0858, ,S,1,0,2,2,0,0,2,0,0
052-64-0951, ,S,1,0,1.4,1.4,0,0,1.4,0,0
052-64-0959, ,S,1,0,3,3,0,0,3,0,0
052-64-1022, ,S,1,0,5,5,0,0,5,0,0
052-64-1038, ,S,1,0,5,5,0,0,5,0,0
052-64-1157,,SCANNED,1,0,10,10,0,0,10,0,0
052-64-1216, ,S,1,0,2,2,0,0,2,0,0
052-64-1233, ,S,1,0,3.49,3.49,0,0,3.49,0,0
052-64-1252, ,S,1,0,16.99,16.99,0,0,16.99,0,0
052-64-1289, ,S,1,0,12.99,12.99,0,0,12.99,0,0
052-64-1366, ,S,1,0,12,12,0,0,12,0,0
052-64-1490, ,S,1,0,10,10,0,0,10,0,0
052-64-1496, ,S,1,0,3,3,0,0,3,0,0
052-64-1518, ,S,2,0,4.78,4.78,0,0,2.39,0,0
052-64-1545, ,S,1,0,15,15,0,0,15,0,0
052-64-1587, ,S,1,0,1.5,1.5,0,0,1.5,0,0
052-64-1609, ,S,1,0,4.5,4.5,0,0,4.5,0,0
052-64-1629, ,S,1,0,5,5,0,0,5,0,0
052-64-1633, ,S,1,0,1.5,1.5,0,0,1.5,0,0
052-64-1638, ,S,1,0,10,10,0,0,10,0,0
052-64-1667, ,S,1,0,9.99,9.99,0,0,9.99,0,0
052-64-1670, ,S,1,0,3,3,0,0,3,0,0
052-64-1681, ,S,1,0,4.99,4.99,0,0,4.99,0,0
052-64-1713, ,S,1,0,2,1.7,0.3,0.3,2,0.15,0
052-64-1749, ,S,2,0,3,3,0,0,1.5,0,0
052-64-1754, ,S,1,0,6,6,0,0,6,0,0
052-64-1756, ,S,1,0,2,2,0,0,2,0,0
052-64-1756, ,S,1,0,2,2,0,0,2,0,0
052-64-1905, ,S,1,0,1.8,1.8,0,0,1.8,0,0
052-64-1955, ,S,1,0,5,5,0,0,5,0,0
052-64-1958, ,S,1,0,5,5,0,0,5,0,0
052-64-1963, ,S,1,0,2.4,2.4,0,0,2.4,0,0
052-64-2003, ,S,1,0,2.5,2.5,0,0,2.5,0,0
052-64-2005, ,S,3,0,3,3,0,0,1,0,0
052-64-2013, ,S,1,0,3,3,0,0,3,0,0
052-64-2036, ,S,1,0,3.89,3.89,0,0,3.89,0,0
052-64-2063, ,S,1,0,1.4,1.4,0,0,1.4,0,0
052-64-2081, ,S,1,0,2.5,2.5,0,0,2.5,0,0
052-64-2100, ,S,1,0,15.99,15.99,0,0,15.99,0,0
052-64-2165, ,S,1,0,12,12,0,0,12,0,0
052-64-2261, ,S,2,0,4.2,4.2,0,0,2.1,0,0
052-64-2295, ,S,1,0,7.99,7.99,0,0,7.99,0,0
052-64-2295, ,S,1,0,7.99,7.99,0,0,7.99,0,0
052-64-2304, ,S,1,0,13,13,0,0,13,0,0
052-64-2360, ,S,1,0,2.19,2.19,0,0,2.19,0,0
052-64-2450, ,S,1,0,8,8,0,0,8,0,0
052-64-2563, ,S,1,0,3,3,0,0,3,0,0
052-64-2606,,SCANNED,1,0,5,5,0,0,5,0,0
052-64-2618, ,S,1,0,5,5,0,0,5,0,0
052-64-2624, ,S,1,0,2.99,2.99,0,0,2.99,0,0
052-64-2624, ,S,1,0,4.99,4.99,0,0,4.99,0,0
052-64-2667, ,S,1,0,2,2,0,0,2,0,0
052-64-2704, ,S,1,0,5,5,0,0,5,0,0
052-64-2730, ,S,2,0,9,9,0,0,4.5,0,0
052-64-2770, ,S,1,0,10,10,0,0,10,0,0
052-64-2888, ,S,1,0,19,19,0,0,19,0,0
052-64-2897, ,S,1,0,1.4,1.4,0,0,1.4,0,0
052-64-2949, ,S,1,0,2.4,2.4,0,0,2.4,0,0
052-64-2958, ,S,1,0,2,2,0,0,2,0,0
052-64-3110, ,S,1,0,3,3,0,0,3,0,0
052-64-3160, ,S,1,0,8.99,8.99,0,0,8.99,0,0
052-64-3181, ,S,3,0,16.47,16.47,0,0,5.49,0,0
052-64-3181, ,S,1,0,10.99,10.99,0,0,10.99,0,0
052-64-3269, ,S,1,0,5,5,0,0,5,0,0
052-64-3278, ,S,1,0,3,3,0,0,3,0,0
052-64-3284, ,S,1,0,10,10,0,0,10,0,0
052-64-3369, ,S,1,0,10,10,0,0,10,0,0
052-64-3394, ,S,1,0,2,2,0,0,2,0,0
052-64-3475, ,S,1,0,3.6,3.6,0,0,3.6,0,0
052-64-3612, ,S,1,0,2.5,2.5,0,0,2.5,0,0
052-64-3636, ,S,1,0,4.2,4.2,0,0,4.2,0,0
052-64-3636, ,S,1,0,5,5,0,0,5,0,0
052-64-3915, ,S,1,0,9.99,9.99,0,0,9.99,0,0
052-64-3943, ,S,1,0,7,7,0,0,7,0,0
052-64-3957, ,S,1,0,15,15,0,0,15,0,0
052-64-4143, ,S,1,0,10.99,10.99,0,0,10.99,0,0
052-64-4143, ,S,1,0,10.99,10.99,0,0,10.99,0,0
052-64-4229, ,S,1,0,2.09,2.09,0,0,2.09,0,0
052-64-4278, ,S,1,0,16,16,0,0,16,0,0
052-64-4326, ,S,1,0,5.1,5.1,0,0,5.1,0,0
052-64-4365,,SCANNED,1,0,10,8.5,1.5,1.5,10,0.15,0
052-64-4459, ,S,1,0,2,2,0,0,2,0,0
052-64-4490, ,S,1,0,9.99,9.99,0,0,9.99,0,0
052-64-4506, ,S,1,0,2,2,0,0,2,0,0
052-64-4518, ,S,1,0,2.5,2.5,0,0,2.5,0,0
052-64-4623, ,S,2,0,10,10,0,0,5,0,0
052-64-4636, ,S,1,0,2.5,2.5,0,0,2.5,0,0
052-64-4679, ,S,1,0,10.99,10.99,0,0,10.99,0,0
052-64-4688, ,S,1,0,20,20,0,0,20,0,0
052-64-4701, ,S,1,0,5,5,0,0,5,0,0
052-64-4796, ,S,1,0,5,5,0,0,5,0,0
052-64-4811, ,S,1,0,2.1,2.1,0,0,2.1,0,0
052-64-4821, ,S,5,0,6.45,6.45,0,0,1.29,0,0
052-64-4851, ,S,1,0,2,2,0,0,2,0,0
052-64-4924, ,S,1,0,13,13,0,0,13,0,0
052-64-4980, ,S,1,0,3,3,0,0,3,0,0
052-64-4991, ,S,1,0,6,4.2,1.8,1.8,6,0.3,0
052-64-5045, ,S,1,0,2,2,0,0,2,0,0
052-64-5063, ,S,1,0,3,3,0,0,3,0,0
052-64-5123, ,S,1,0,5,5,0,0,5,0,0
052-64-5124, ,S,1,0,2,2,0,0,2,0,0
052-64-5135, ,S,1,0,2.1,2.1,0,0,2.1,0,0
052-64-5190, ,S,1,0,15,15,0,0,15,0,0
052-64-5198, ,S,1,0,4.99,4.99,0,0,4.99,0,0
052-64-5342, ,S,1,0,10,10,0,0,10,0,0
052-64-5376, ,S,1,0,3.6,3.6,0,0,3.6,0,0
052-64-5432, ,S,1,0,2.99,2.99,0,0,2.99,0,0
052-64-5432, ,S,1,0,9.99,9.99,0,0,9.99,0,0
052-64-5435, ,S,1,0,2.5,2.5,0,0,2.5,0,0
052-64-5435, ,S,1,0,2,2,0,0,2,0,0
052-64-5435, ,S,1,0,2.5,2.5,0,0,2.5,0,0
052-64-5438, ,S,1,0,15,15,0,0,15,0,0
052-64-5502, ,S,1,0,5.99,5.99,0,0,5.99,0,0
052-64-5502, ,S,1,0,5.99,5.99,0,0,5.99,0,0
052-64-5516, ,S,1,0,2,2,0,0,2,0,0
052-64-5521,,SCANNED,1,0,5,5,0,0,5,0,0
052-64-5533, ,S,1,0,7.99,7.99,0,0,7.99,0,0
052-64-5559, ,S,2,0,4,4,0,0,2,0,0
052-64-5585, ,S,1,0,4,4,0,0,4,0,0
052-64-5647, ,S,2,0,20,20,0,0,10,0,0
052-64-5654, ,S,1,0,5.99,5.99,0,0,5.99,0,0
052-64-5658, ,S,1,0,2.5,2.5,0,0,2.5,0,0
052-64-5682, ,S,1,0,3.89,3.89,0,0,3.89,0,0
052-64-5688, ,S,1,0,4,4,0,0,4,0,0
052-64-5688, ,S,1,0,4,4,0,0,4,0,0
052-64-5697, ,S,1,0,5,5,0,0,5,0,0
052-64-5834, ,S,2,0,10,10,0,0,5,0,0
052-64-5837, ,S,1,0,2.69,2.69,0,0,2.69,0,0
052-64-5838, ,S,1,0,2.8,2.8,0,0,2.8,0,0
052-64-6008, ,S,1,0,16,16,0,0,16,0,0
052-64-6031, ,S,2,0,19.98,19.98,0,0,9.99,0,0
052-64-6031, ,S,2,0,19.98,19.98,0,0,9.99,0,0
052-64-6149, ,S,1,0,14.99,14.99,0,0,14.99,0,0
052-64-6155, ,S,1,0,14.99,14.99,0,0,14.99,0,0
052-64-6156, ,S,1,0,3,3,0,0,3,0,0
052-64-6164, ,S,1,0,5,5,0,0,5,0,0
052-64-6221, ,S,1,0,2,2,0,0,2,0,0
052-64-6301, ,S,1,0,10.99,10.99,0,0,10.99,0,0
052-64-6301, ,S,1,0,9.99,9.99,0,0,9.99,0,0
052-64-6321, ,S,1,0,6.99,6.99,0,0,6.99,0,0
052-64-6404, ,S,1,0,2.99,2.99,0,0,2.99,0,0
052-64-6427, ,S,1,0,7.99,7.99,0,0,7.99,0,0
052-64-6534, ,S,2,0,3,3,0,0,1.5,0,0
052-64-6541, ,S,1,0,35,35,0,0,35,0,0
052-64-6556, ,S,1,0,9.99,9.99,0,0,9.99,0,0
052-64-6760, ,S,1,0,19,19,0,0,19,0,0
052-64-6784, ,S,1,0,1.5,1.5,0,0,1.5,0,0
