Store_Number,Store_Type,Store_Format,State,Region,Group,District,Market
Store_1484,StoreType_5,StoreFormat_10,State_22,Region_4,Group_25,District_092,Market_256
Store_2633,StoreType_5,StoreFormat_16,State_26,Region_1,Group_27,District_093,Market_092
Store_6208,StoreType_5,StoreFormat_46,State_33,Region_2,Group_24,District_157,Market_108
Store_4384,StoreType_5,StoreFormat_16,State_10,Region_2,Group_13,District_035,Market_247
Store_1293,StoreType_5,StoreFormat_06,State_10,Region_2,Group_13,District_007,Market_247
Store_8108,StoreType_5,StoreFormat_16,State_10,Region_2,Group_13,District_035,Market_247
Store_8838,StoreType_5,StoreFormat_27,State_10,Region_2,Group_13,District_007,Market_247
Store_5465,StoreType_5,StoreFormat_27,State_10,Region_2,Group_13,District_035,Market_069
Store_4019,StoreType_5,StoreFormat_16,State_33,Region_2,Group_24,District_078,Market_003
Store_8195,StoreType_5,StoreFormat_31,State_33,Region_2,Group_24,District_078,Market_003
Store_8503,StoreType_5,StoreFormat_11,State_33,Region_2,Group_24,District_157,Market_108
Store_9518,StoreType_5,StoreFormat_16,State_22,Region_4,Group_25,District_149,Market_282
Store_1996,StoreType_5,StoreFormat_27,State_22,Region_4,Group_04,District_011,Market_055
Store_0070,StoreType_5,StoreFormat_46,State_50,Region_3,Group_18,District_083,Market_051
Store_2443,StoreType_5,StoreFormat_46,State_22,Region_4,Group_25,District_149,Market_011
Store_7295,StoreType_5,StoreFormat_16,State_26,Region_1,Group_01,District_100,Market_393
Store_1240,StoreType_5,StoreFormat_27,State_15,Region_2,Group_09,District_065,Market_015
Store_0546,StoreType_5,StoreFormat_01,State_21,Region_2,Group_21,District_034,Market_106
Store_9483,StoreType_5,StoreFormat_31,State_21,Region_2,Group_21,District_039,Market_188
Store_2195,StoreType_5,StoreFormat_02,State_47,Region_3,Group_14,District_058,Market_004
Store_0888,StoreType_5,StoreFormat_37,State_48,Region_4,Group_16,District_143,Market_404
Store_6498,StoreType_5,StoreFormat_31,State_08,Region_3,Group_07,District_061,Market_372
Store_0133,StoreType_5,StoreFormat_16,State_40,Region_4,Group_03,District_012,Market_176
Store_7927,StoreType_5,StoreFormat_01,State_26,Region_1,Group_01,District_019,Market_285
Store_0854,StoreType_5,StoreFormat_11,State_37,Region_3,Group_14,District_102,Market_057
Store_6934,StoreType_5,StoreFormat_27,State_38,Region_1,Group_11,District_068,Market_061
Store_6653,StoreType_5,StoreFormat_02,State_40,Region_4,Group_20,District_060,Market_094
Store_7414,StoreType_5,StoreFormat_31,State_40,Region_4,Group_20,District_187,Market_176
Store_7334,StoreType_5,StoreFormat_06,State_01,Region_3,Group_07,District_125,Market_062
Store_4874,StoreType_5,StoreFormat_16,State_08,Region_3,Group_07,District_061,Market_372
Store_1547,StoreType_5,StoreFormat_06,State_36,Region_3,Group_07,District_131,Market_318
Store_1312,StoreType_5,StoreFormat_27,State_19,Region_3,Group_02,District_010,Market_374
Store_0300,StoreType_5,StoreFormat_01,State_47,Region_3,Group_14,District_058,Market_004
Store_3475,StoreType_5,StoreFormat_27,State_42,Region_4,Group_16,District_089,Market_140
Store_9438,StoreType_5,StoreFormat_02,State_22,Region_4,Group_25,District_005,Market_256
Store_3368,StoreType_5,StoreFormat_06,State_22,Region_4,Group_25,District_092,Market_256
Store_2432,StoreType_5,StoreFormat_10,State_33,Region_2,Group_13,District_002,Market_069
Store_2693,StoreType_5,StoreFormat_06,State_05,Region_2,Group_24,District_106,Market_300
Store_2572,StoreType_5,StoreFormat_27,State_05,Region_2,Group_24,District_106,Market_130
Store_6210,StoreType_5,StoreFormat_02,State_05,Region_2,Group_24,District_106,Market_130
Store_9456,StoreType_5,StoreFormat_11,State_05,Region_4,Group_29,District_107,Market_336
Store_0925,StoreType_5,StoreFormat_31,State_05,Region_4,Group_29,District_001,Market_275
Store_6637,StoreType_5,StoreFormat_02,State_18,Region_3,Group_06,District_110,Market_028
Store_5718,StoreType_5,StoreFormat_01,State_21,Region_2,Group_10,District_052,Market_015
Store_5894,StoreType_5,StoreFormat_11,State_15,Region_2,Group_09,District_065,Market_015
Store_8225,StoreType_5,StoreFormat_16,State_15,Region_2,Group_09,District_017,Market_105
Store_5619,StoreType_5,StoreFormat_06,State_05,Region_2,Group_24,District_106,Market_300
Store_8526,StoreType_5,StoreFormat_16,State_05,Region_4,Group_29,District_014,Market_275
Store_9892,StoreType_5,StoreFormat_16,State_33,Region_2,Group_24,District_133,Market_069
Store_6602,StoreType_5,StoreFormat_31,State_42,Region_4,Group_29,District_031,Market_114
Store_4203,StoreType_5,StoreFormat_46,State_47,Region_3,Group_14,District_117,Market_228
Store_4851,StoreType_5,StoreFormat_31,State_47,Region_3,Group_14,District_117,Market_228
Store_6833,StoreType_5,StoreFormat_31,State_19,Region_3,Group_02,District_010,Market_156
Store_7360,StoreType_5,StoreFormat_31,State_01,Region_3,Group_15,District_176,Market_152
Store_7139,StoreType_5,StoreFormat_16,State_01,Region_3,Group_07,District_125,Market_144
Store_9925,StoreType_5,StoreFormat_37,State_26,Region_1,Group_28,District_160,Market_002
Store_2260,StoreType_5,StoreFormat_27,State_26,Region_1,Group_28,District_022,Market_002
Store_5590,StoreType_5,StoreFormat_11,State_26,Region_1,Group_26,District_079,Market_053
Store_7308,StoreType_5,StoreFormat_27,State_32,Region_3,Group_02,District_185,Market_159
Store_3317,StoreType_5,StoreFormat_37,State_32,Region_3,Group_02,District_053,Market_159
Store_6816,StoreType_5,StoreFormat_01,State_33,Region_2,Group_24,District_078,Market_003
Store_6662,StoreType_5,StoreFormat_06,State_05,Region_4,Group_29,District_140,Market_336
Store_7858,StoreType_5,StoreFormat_27,State_33,Region_2,Group_24,District_078,Market_003
Store_8498,StoreType_5,StoreFormat_26,State_42,Region_4,Group_16,District_161,Market_140
Store_8949,StoreType_5,StoreFormat_06,State_05,Region_4,Group_29,District_140,Market_357
Store_7629,StoreType_3,StoreFormat_05,State_21,Region_2,Group_23,District_145,Market_015
Store_5476,StoreType_5,StoreFormat_27,State_15,Region_2,Group_09,District_150,Market_363
Store_1344,StoreType_5,StoreFormat_06,State_22,Region_4,Group_25,District_111,Market_256
Store_6987,StoreType_5,StoreFormat_27,State_47,Region_3,Group_14,District_134,Market_364
Store_1100,StoreType_5,StoreFormat_01,State_46,Region_3,Group_07,District_115,Market_240
Store_4167,StoreType_5,StoreFormat_31,State_07,Region_4,Group_22,District_112,Market_314
Store_9652,StoreType_5,StoreFormat_27,State_40,Region_4,Group_03,District_188,Market_203
Store_3398,StoreType_5,StoreFormat_06,State_40,Region_4,Group_20,District_004,Market_094
Store_6133,StoreType_5,StoreFormat_01,State_41,Region_4,Group_12,District_045,Market_347
Store_2783,StoreType_5,StoreFormat_31,State_38,Region_1,Group_11,District_029,Market_112
Store_2873,StoreType_5,StoreFormat_27,State_26,Region_1,Group_26,District_079,Market_133
Store_1001,StoreType_5,StoreFormat_46,State_26,Region_1,Group_28,District_022,Market_002
Store_3012,StoreType_5,StoreFormat_16,State_26,Region_1,Group_01,District_100,Market_393
Store_8749,StoreType_5,StoreFormat_16,State_40,Region_4,Group_03,District_066,Market_203
Store_6538,StoreType_5,StoreFormat_16,State_36,Region_3,Group_17,District_119,Market_318
Store_3680,StoreType_5,StoreFormat_04,State_48,Region_4,Group_16,District_143,Market_404
Store_2298,StoreType_5,StoreFormat_27,State_47,Region_3,Group_14,District_064,Market_299
Store_1976,StoreType_5,StoreFormat_31,State_47,Region_3,Group_14,District_064,Market_299
Store_4530,StoreType_5,StoreFormat_16,State_22,Region_4,Group_04,District_011,Market_055
Store_8682,StoreType_5,StoreFormat_27,State_15,Region_2,Group_09,District_017,Market_105
Store_7760,StoreType_5,StoreFormat_16,State_15,Region_2,Group_09,District_017,Market_105
Store_1565,StoreType_5,StoreFormat_16,State_17,Region_2,Group_19,District_177,Market_105
Store_2210,StoreType_5,StoreFormat_01,State_17,Region_2,Group_19,District_186,Market_105
Store_3290,StoreType_5,StoreFormat_16,State_17,Region_2,Group_19,District_177,Market_105
Store_8458,StoreType_5,StoreFormat_16,State_10,Region_2,Group_13,District_035,Market_069
Store_5827,StoreType_5,StoreFormat_31,State_10,Region_2,Group_13,District_035,Market_069
Store_8269,StoreType_5,StoreFormat_27,State_21,Region_2,Group_23,District_009,Market_015
Store_3280,StoreType_5,StoreFormat_11,State_26,Region_1,Group_27,District_025,Market_092
Store_7867,StoreType_5,StoreFormat_01,State_24,Region_4,Group_12,District_074,Market_340
Store_6308,StoreType_5,StoreFormat_01,State_10,Region_2,Group_13,District_007,Market_247
Store_7894,StoreType_5,StoreFormat_16,State_26,Region_1,Group_01,District_019,Market_017
Store_6660,StoreType_5,StoreFormat_04,State_01,Region_3,Group_15,District_097,Market_152
Store_1809,StoreType_5,StoreFormat_16,State_03,Region_2,Group_19,District_177,Market_105
Store_9413,StoreType_5,StoreFormat_27,State_21,Region_2,Group_23,District_009,Market_015
Store_7916,StoreType_5,StoreFormat_27,State_21,Region_2,Group_23,District_145,Market_015
Store_7638,StoreType_5,StoreFormat_02,State_21,Region_2,Group_23,District_088,Market_015
Store_6068,StoreType_5,StoreFormat_01,State_15,Region_2,Group_09,District_150,Market_359
Store_3076,StoreType_5,StoreFormat_16,State_15,Region_2,Group_09,District_065,Market_015
Store_0263,StoreType_5,StoreFormat_11,State_15,Region_2,Group_09,District_150,Market_015
Store_3920,StoreType_5,StoreFormat_16,State_15,Region_2,Group_09,District_150,Market_015
Store_9939,StoreType_5,StoreFormat_27,State_15,Region_2,Group_09,District_065,Market_015
Store_9394,StoreType_5,StoreFormat_27,State_21,Region_2,Group_21,District_034,Market_255
Store_1102,StoreType_5,StoreFormat_06,State_21,Region_2,Group_21,District_039,Market_255
Store_5449,StoreType_5,StoreFormat_16,State_15,Region_2,Group_09,District_017,Market_105
Store_6016,StoreType_5,StoreFormat_02,State_17,Region_2,Group_19,District_180,Market_105
Store_7044,StoreType_5,StoreFormat_27,State_17,Region_2,Group_19,District_018,Market_186
Store_6309,StoreType_5,StoreFormat_16,State_33,Region_2,Group_24,District_078,Market_003
Store_9339,StoreType_5,StoreFormat_27,State_33,Region_2,Group_24,District_147,Market_049
Store_8099,StoreType_5,StoreFormat_01,State_22,Region_4,Group_25,District_087,Market_256
Store_9041,StoreType_5,StoreFormat_26,State_42,Region_4,Group_16,District_089,Market_140
Store_3653,StoreType_5,StoreFormat_31,State_42,Region_4,Group_16,District_161,Market_140
Store_5546,StoreType_5,StoreFormat_16,State_36,Region_3,Group_07,District_131,Market_318
Store_4256,StoreType_5,StoreFormat_02,State_36,Region_3,Group_17,District_119,Market_318
Store_4033,StoreType_5,StoreFormat_27,State_36,Region_3,Group_17,District_119,Market_318
Store_3209,StoreType_5,StoreFormat_26,State_51,Region_4,Group_22,District_146,Market_266
Store_8968,StoreType_5,StoreFormat_11,State_46,Region_3,Group_07,District_008,Market_253
Store_4799,StoreType_5,StoreFormat_31,State_20,Region_4,Group_12,District_050,Market_083
Store_7834,StoreType_5,StoreFormat_27,State_42,Region_4,Group_16,District_089,Market_140
Store_2342,StoreType_5,StoreFormat_01,State_15,Region_2,Group_09,District_046,Market_015
Store_2234,StoreType_5,StoreFormat_27,State_36,Region_3,Group_17,District_119,Market_318
Store_2575,StoreType_5,StoreFormat_31,State_32,Region_3,Group_02,District_070,Market_041
Store_9018,StoreType_5,StoreFormat_02,State_23,Region_3,Group_08,District_136,Market_297
Store_4084,StoreType_5,StoreFormat_27,State_42,Region_4,Group_16,District_089,Market_366
Store_4924,StoreType_5,StoreFormat_11,State_05,Region_2,Group_24,District_106,Market_130
Store_4211,StoreType_5,StoreFormat_27,State_05,Region_4,Group_29,District_001,Market_303
Store_8379,StoreType_5,StoreFormat_31,State_06,Region_4,Group_29,District_031,Market_242
Store_3632,StoreType_5,StoreFormat_16,State_17,Region_2,Group_19,District_186,Market_105
Store_1371,StoreType_5,StoreFormat_16,State_15,Region_2,Group_09,District_150,Market_015
Store_9267,StoreType_5,StoreFormat_27,State_01,Region_3,Group_15,District_176,Market_152
Store_5254,StoreType_5,StoreFormat_06,State_13,Region_2,Group_21,District_059,Market_377
Store_5972,StoreType_5,StoreFormat_16,State_27,Region_2,Group_21,District_059,Market_377
Store_9607,StoreType_5,StoreFormat_11,State_04,Region_2,Group_21,District_167,Market_274
Store_6470,StoreType_5,StoreFormat_27,State_27,Region_2,Group_21,District_167,Market_274
Store_4423,StoreType_5,StoreFormat_27,State_27,Region_2,Group_10,District_129,Market_274
Store_6284,StoreType_3,StoreFormat_05,State_21,Region_2,Group_23,District_145,Market_015
Store_4121,StoreType_5,StoreFormat_16,State_15,Region_2,Group_09,District_150,Market_015
Store_3378,StoreType_5,StoreFormat_10,State_10,Region_2,Group_13,District_035,Market_069
Store_2487,StoreType_5,StoreFormat_06,State_21,Region_2,Group_21,District_039,Market_255
Store_6976,StoreType_5,StoreFormat_27,State_21,Region_2,Group_21,District_034,Market_255
Store_0059,StoreType_5,StoreFormat_02,State_17,Region_2,Group_19,District_180,Market_105
Store_2730,StoreType_5,StoreFormat_27,State_42,Region_4,Group_16,District_016,Market_140
Store_7580,StoreType_5,StoreFormat_06,State_06,Region_4,Group_29,District_031,Market_242
Store_9715,StoreType_5,StoreFormat_06,State_06,Region_4,Group_29,District_031,Market_143
Store_5601,StoreType_5,StoreFormat_31,State_19,Region_3,Group_14,District_117,Market_228
Store_6352,StoreType_3,StoreFormat_23,State_32,Region_3,Group_02,District_070,Market_041
Store_1779,StoreType_5,StoreFormat_06,State_40,Region_4,Group_03,District_036,Market_155
Store_8762,StoreType_5,StoreFormat_11,State_38,Region_1,Group_11,District_113,Market_112
Store_2961,StoreType_5,StoreFormat_31,State_42,Region_4,Group_16,District_151,Market_140
Store_5049,StoreType_5,StoreFormat_02,State_20,Region_4,Group_12,District_082,Market_083
Store_0966,StoreType_5,StoreFormat_16,State_26,Region_1,Group_01,District_098,Market_393
Store_8845,StoreType_5,StoreFormat_27,State_24,Region_4,Group_12,District_184,Market_340
Store_7399,StoreType_5,StoreFormat_16,State_01,Region_3,Group_15,District_033,Market_403
Store_6451,StoreType_5,StoreFormat_06,State_01,Region_3,Group_07,District_125,Market_406
Store_3387,StoreType_5,StoreFormat_01,State_08,Region_3,Group_07,District_055,Market_276
Store_0342,StoreType_5,StoreFormat_06,State_36,Region_3,Group_17,District_135,Market_318
Store_9422,StoreType_5,StoreFormat_26,State_37,Region_3,Group_14,District_041,Market_057
Store_5034,StoreType_5,StoreFormat_26,State_47,Region_3,Group_14,District_141,Market_364
Store_8384,StoreType_5,StoreFormat_27,State_17,Region_2,Group_19,District_109,Market_396
Store_7544,StoreType_5,StoreFormat_06,State_17,Region_2,Group_19,District_018,Market_396
Store_0058,StoreType_5,StoreFormat_10,State_17,Region_2,Group_19,District_018,Market_396
Store_2970,StoreType_5,StoreFormat_31,State_17,Region_2,Group_19,District_109,Market_396
Store_0758,StoreType_5,StoreFormat_27,State_17,Region_2,Group_19,District_109,Market_396
Store_0916,StoreType_5,StoreFormat_27,State_17,Region_2,Group_13,District_169,Market_346
Store_2498,StoreType_5,StoreFormat_16,State_17,Region_2,Group_13,District_169,Market_352
Store_9260,StoreType_5,StoreFormat_06,State_42,Region_4,Group_16,District_089,Market_140
Store_8192,StoreType_5,StoreFormat_01,State_15,Region_2,Group_09,District_065,Market_015
Store_3092,StoreType_5,StoreFormat_06,State_33,Region_2,Group_24,District_157,Market_108
Store_5133,StoreType_5,StoreFormat_27,State_05,Region_4,Group_29,District_140,Market_243
Store_4174,StoreType_5,StoreFormat_11,State_13,Region_2,Group_21,District_183,Market_052
Store_8726,StoreType_5,StoreFormat_27,State_13,Region_2,Group_10,District_099,Market_265
Store_3931,StoreType_5,StoreFormat_02,State_27,Region_2,Group_21,District_059,Market_377
Store_8110,StoreType_5,StoreFormat_27,State_18,Region_3,Group_06,District_110,Market_298
Store_4595,StoreType_5,StoreFormat_06,State_40,Region_4,Group_20,District_060,Market_094
Store_6927,StoreType_5,StoreFormat_06,State_27,Region_2,Group_10,District_057,Market_107
Store_6415,StoreType_5,StoreFormat_01,State_10,Region_2,Group_13,District_158,Market_076
Store_9552,StoreType_5,StoreFormat_06,State_33,Region_2,Group_24,District_147,Market_292
Store_7433,StoreType_5,StoreFormat_31,State_08,Region_3,Group_15,District_142,Market_152
Store_4739,StoreType_5,StoreFormat_01,State_47,Region_3,Group_14,District_064,Market_004
Store_2759,StoreType_5,StoreFormat_02,State_35,Region_3,Group_06,District_071,Market_164
Store_4212,StoreType_5,StoreFormat_10,State_26,Region_1,Group_27,District_126,Market_065
Store_6712,StoreType_5,StoreFormat_16,State_20,Region_1,Group_28,District_022,Market_181
Store_2724,StoreType_5,StoreFormat_11,State_32,Region_3,Group_02,District_053,Market_159
Store_5377,StoreType_5,StoreFormat_27,State_24,Region_4,Group_12,District_037,Market_340
Store_6975,StoreType_5,StoreFormat_27,State_01,Region_3,Group_15,District_097,Market_152
Store_4800,StoreType_5,StoreFormat_19,State_08,Region_3,Group_07,District_055,Market_395
Store_4183,StoreType_5,StoreFormat_16,State_08,Region_3,Group_07,District_055,Market_073
Store_8437,StoreType_5,StoreFormat_16,State_08,Region_3,Group_07,District_055,Market_362
Store_0775,StoreType_5,StoreFormat_11,State_02,Region_2,Group_10,District_057,Market_343
Store_5220,StoreType_5,StoreFormat_27,State_48,Region_4,Group_16,District_105,Market_414
Store_9859,StoreType_5,StoreFormat_11,State_50,Region_3,Group_18,District_159,Market_054
Store_2404,StoreType_5,StoreFormat_11,State_47,Region_3,Group_14,District_064,Market_299
Store_6620,StoreType_5,StoreFormat_27,State_17,Region_2,Group_19,District_109,Market_396
Store_5149,StoreType_5,StoreFormat_16,State_17,Region_2,Group_13,District_169,Market_169
Store_3372,StoreType_5,StoreFormat_27,State_02,Region_2,Group_10,District_057,Market_343
Store_8739,StoreType_5,StoreFormat_27,State_17,Region_2,Group_19,District_180,Market_105
Store_7593,StoreType_5,StoreFormat_04,State_10,Region_2,Group_13,District_035,Market_044
Store_8417,StoreType_5,StoreFormat_02,State_10,Region_2,Group_13,District_158,Market_348
Store_9226,StoreType_5,StoreFormat_02,State_17,Region_2,Group_19,District_018,Market_396
Store_7827,StoreType_5,StoreFormat_27,State_17,Region_2,Group_19,District_139,Market_074
Store_5432,StoreType_5,StoreFormat_27,State_29,Region_3,Group_14,District_058,Market_182
Store_0795,StoreType_5,StoreFormat_06,State_15,Region_2,Group_09,District_046,Market_015
Store_9864,StoreType_3,StoreFormat_05,State_21,Region_2,Group_23,District_009,Market_015
Store_6378,StoreType_5,StoreFormat_16,State_10,Region_2,Group_13,District_007,Market_247
Store_5789,StoreType_5,StoreFormat_02,State_27,Region_2,Group_21,District_059,Market_377
Store_0671,StoreType_5,StoreFormat_01,State_02,Region_2,Group_10,District_057,Market_170
Store_9898,StoreType_5,StoreFormat_16,State_21,Region_2,Group_10,District_073,Market_018
Store_6797,StoreType_5,StoreFormat_27,State_17,Region_2,Group_19,District_180,Market_105
Store_9275,StoreType_5,StoreFormat_16,State_17,Region_2,Group_19,District_109,Market_396
Store_8934,StoreType_5,StoreFormat_04,State_21,Region_2,Group_10,District_073,Market_018
Store_3396,StoreType_5,StoreFormat_16,State_01,Region_3,Group_15,District_032,Market_152
Store_8322,StoreType_5,StoreFormat_27,State_22,Region_4,Group_22,District_085,Market_033
Store_3308,StoreType_5,StoreFormat_27,State_44,Region_4,Group_22,District_085,Market_370
Store_3655,StoreType_5,StoreFormat_27,State_33,Region_2,Group_24,District_147,Market_329
Store_2148,StoreType_5,StoreFormat_27,State_32,Region_3,Group_02,District_185,Market_159
Store_0270,StoreType_5,StoreFormat_16,State_32,Region_3,Group_02,District_185,Market_159
Store_2034,StoreType_5,StoreFormat_04,State_32,Region_3,Group_02,District_053,Market_159
Store_3689,StoreType_5,StoreFormat_06,State_27,Region_2,Group_10,District_099,Market_199
Store_4358,StoreType_5,StoreFormat_27,State_35,Region_3,Group_06,District_071,Market_328
Store_5010,StoreType_5,StoreFormat_27,State_26,Region_1,Group_05,District_069,Market_371
Store_1314,StoreType_5,StoreFormat_01,State_38,Region_1,Group_11,District_029,Market_112
Store_8889,StoreType_5,StoreFormat_27,State_50,Region_3,Group_18,District_182,Market_134
Store_7539,StoreType_5,StoreFormat_16,State_37,Region_3,Group_18,District_096,Market_318
Store_8409,StoreType_5,StoreFormat_06,State_17,Region_3,Group_14,District_134,Market_326
Store_8603,StoreType_5,StoreFormat_02,State_17,Region_2,Group_19,District_018,Market_195
Store_8287,StoreType_5,StoreFormat_27,State_02,Region_2,Group_10,District_057,Market_343
Store_5830,StoreType_5,StoreFormat_02,State_27,Region_2,Group_21,District_059,Market_377
Store_4845,StoreType_5,StoreFormat_27,State_17,Region_2,Group_19,District_180,Market_105
Store_7886,StoreType_5,StoreFormat_06,State_33,Region_2,Group_24,District_147,Market_103
Store_6812,StoreType_3,StoreFormat_05,State_26,Region_1,Group_27,District_042,Market_065
Store_2666,StoreType_5,StoreFormat_31,State_22,Region_4,Group_04,District_047,Market_075
Store_1617,StoreType_5,StoreFormat_01,State_10,Region_2,Group_13,District_040,Market_069
Store_2222,StoreType_5,StoreFormat_04,State_21,Region_2,Group_10,District_052,Market_193
Store_2690,StoreType_5,StoreFormat_16,State_06,Region_4,Group_29,District_013,Market_096
Store_7366,StoreType_5,StoreFormat_27,State_22,Region_4,Group_04,District_076,Market_306
Store_4066,StoreType_5,StoreFormat_27,State_22,Region_4,Group_04,District_028,Market_075
Store_7358,StoreType_5,StoreFormat_27,State_47,Region_3,Group_14,District_056,Market_187
Store_1841,StoreType_5,StoreFormat_11,State_48,Region_4,Group_16,District_143,Market_194
Store_9444,StoreType_5,StoreFormat_06,State_01,Region_3,Group_06,District_108,Market_152
Store_6469,StoreType_5,StoreFormat_31,State_26,Region_1,Group_28,District_118,Market_280
Store_5776,StoreType_5,StoreFormat_27,State_26,Region_1,Group_27,District_077,Market_065
Store_4229,StoreType_5,StoreFormat_02,State_26,Region_1,Group_26,District_086,Market_065
Store_6135,StoreType_5,StoreFormat_10,State_26,Region_1,Group_26,District_124,Market_065
Store_9457,StoreType_5,StoreFormat_02,State_27,Region_2,Group_10,District_129,Market_377
Store_9136,StoreType_5,StoreFormat_16,State_26,Region_1,Group_26,District_124,Market_065
Store_4302,StoreType_5,StoreFormat_19,State_06,Region_4,Group_29,District_031,Market_114
Store_0958,StoreType_5,StoreFormat_27,State_08,Region_3,Group_07,District_153,Market_276
Store_2079,StoreType_5,StoreFormat_27,State_03,Region_2,Group_19,District_177,Market_384
Store_8788,StoreType_5,StoreFormat_31,State_50,Region_3,Group_18,District_043,Market_054
Store_2548,StoreType_5,StoreFormat_27,State_32,Region_3,Group_02,District_185,Market_159
Store_7184,StoreType_5,StoreFormat_31,State_15,Region_2,Group_09,District_065,Market_015
Store_6157,StoreType_5,StoreFormat_27,State_24,Region_4,Group_12,District_020,Market_116
Store_7271,StoreType_5,StoreFormat_27,State_47,Region_3,Group_18,District_182,Market_113
Store_0237,StoreType_5,StoreFormat_11,State_21,Region_2,Group_10,District_052,Market_378
Store_3072,StoreType_5,StoreFormat_06,State_06,Region_4,Group_29,District_031,Market_143
Store_6425,StoreType_5,StoreFormat_31,State_44,Region_4,Group_16,District_090,Market_327
Store_5357,StoreType_2,StoreFormat_28,State_36,Region_3,Group_17,District_103,Market_318
Store_1109,StoreType_5,StoreFormat_06,State_47,Region_3,Group_14,District_134,Market_364
Store_3901,StoreType_5,StoreFormat_31,State_47,Region_3,Group_14,District_141,Market_364
Store_4314,StoreType_5,StoreFormat_11,State_23,Region_3,Group_08,District_026,Market_048
Store_0390,StoreType_5,StoreFormat_06,State_24,Region_4,Group_12,District_074,Market_340
Store_2930,StoreType_5,StoreFormat_06,State_26,Region_1,Group_27,District_077,Market_065
Store_5666,StoreType_5,StoreFormat_02,State_26,Region_1,Group_26,District_138,Market_065
Store_0399,StoreType_5,StoreFormat_31,State_15,Region_2,Group_09,District_046,Market_015
Store_1717,StoreType_5,StoreFormat_27,State_38,Region_1,Group_11,District_029,Market_112
Store_0917,StoreType_5,StoreFormat_31,State_26,Region_1,Group_05,District_154,Market_065
Store_5697,StoreType_5,StoreFormat_19,State_35,Region_3,Group_06,District_071,Market_097
Store_7392,StoreType_5,StoreFormat_06,State_50,Region_3,Group_07,District_055,Market_262
Store_2790,StoreType_5,StoreFormat_31,State_24,Region_4,Group_12,District_037,Market_340
Store_0577,StoreType_2,StoreFormat_18,State_40,Region_4,Group_03,District_162,Market_203
Store_5528,StoreType_5,StoreFormat_04,State_22,Region_4,Group_25,District_087,Market_256
Store_1671,StoreType_5,StoreFormat_01,State_39,Region_2,Group_21,District_183,Market_040
Store_7845,StoreType_2,StoreFormat_35,State_40,Region_4,Group_20,District_004,Market_094
Store_6996,StoreType_5,StoreFormat_11,State_26,Region_1,Group_05,District_084,Market_065
Store_4343,StoreType_5,StoreFormat_11,State_33,Region_2,Group_24,District_173,Market_069
Store_9495,StoreType_5,StoreFormat_16,State_36,Region_3,Group_17,District_021,Market_318
Store_2936,StoreType_5,StoreFormat_27,State_21,Region_2,Group_23,District_088,Market_015
Store_9111,StoreType_5,StoreFormat_27,State_15,Region_2,Group_09,District_150,Market_359
Store_4979,StoreType_2,StoreFormat_18,State_44,Region_4,Group_16,District_090,Market_339
Store_5460,StoreType_2,StoreFormat_07,State_11,Region_4,Group_22,District_114,Market_196
Store_1268,StoreType_5,StoreFormat_27,State_27,Region_2,Group_10,District_099,Market_199
Store_2708,StoreType_5,StoreFormat_27,State_06,Region_4,Group_29,District_031,Market_361
Store_0996,StoreType_2,StoreFormat_43,State_37,Region_3,Group_14,District_102,Market_057
Store_6187,StoreType_2,StoreFormat_30,State_01,Region_3,Group_07,District_125,Market_016
Store_0297,StoreType_2,StoreFormat_35,State_01,Region_3,Group_15,District_032,Market_152
Store_7046,StoreType_5,StoreFormat_04,State_32,Region_3,Group_02,District_053,Market_159
Store_5474,StoreType_2,StoreFormat_07,State_40,Region_4,Group_03,District_036,Market_155
Store_7926,StoreType_5,StoreFormat_16,State_38,Region_1,Group_11,District_094,Market_117
Store_5302,StoreType_2,StoreFormat_24,State_01,Region_3,Group_15,District_032,Market_152
Store_1594,StoreType_5,StoreFormat_27,State_25,Region_4,Group_12,District_082,Market_137
Store_3391,StoreType_5,StoreFormat_16,State_21,Region_2,Group_10,District_052,Market_015
Store_1700,StoreType_5,StoreFormat_16,State_40,Region_4,Group_03,District_162,Market_203
Store_8844,StoreType_5,StoreFormat_11,State_24,Region_4,Group_12,District_074,Market_340
Store_1013,StoreType_5,StoreFormat_06,State_24,Region_4,Group_12,District_037,Market_340
Store_8711,StoreType_3,StoreFormat_05,State_26,Region_1,Group_26,District_124,Market_065
Store_8300,StoreType_3,StoreFormat_23,State_20,Region_1,Group_28,District_022,Market_332
Store_2784,StoreType_2,StoreFormat_18,State_37,Region_3,Group_14,District_041,Market_057
Store_9919,StoreType_5,StoreFormat_27,State_15,Region_2,Group_09,District_017,Market_105
Store_9776,StoreType_2,StoreFormat_07,State_37,Region_3,Group_14,District_102,Market_057
Store_1689,StoreType_2,StoreFormat_28,State_44,Region_4,Group_16,District_090,Market_339
Store_4585,StoreType_2,StoreFormat_07,State_40,Region_4,Group_20,District_023,Market_094
Store_1767,StoreType_2,StoreFormat_24,State_11,Region_4,Group_22,District_114,Market_244
Store_6703,StoreType_5,StoreFormat_16,State_48,Region_4,Group_16,District_105,Market_414
Store_7025,StoreType_5,StoreFormat_27,State_06,Region_4,Group_29,District_014,Market_275
Store_9854,StoreType_2,StoreFormat_24,State_23,Region_3,Group_08,District_027,Market_048
Store_2425,StoreType_5,StoreFormat_06,State_02,Region_2,Group_10,District_179,Market_296
