Evidence_ID (PK),Incident_ID,Merchandise_Evidence_DPCI,Evidence_Quantity,Evidence_Retail_Price
1327,Incident_406,002-49-0243,1,19.99
1328,Incident_406,018-31-1582,1,0.99
1329,Incident_001,009-35-1096,1,18.99
1330,Incident_001,002-49-7819,5,4.49
1331,Incident_001,002-49-2727,3,4.49
1332,Incident_001,002-49-1450,1,4.49
1333,Incident_001,002-49-0243,1,19.99
1334,Incident_124,009-64-4754,1,89.99
1335,Incident_124,009-64-7270,1,89.99
1336,Incident_124,009-64-5303,1,69.99
1337,Incident_124,002-49-3355,7,29.99
1338,Incident_124,046-24-1691,1,15
1339,Incident_361,021-51-1918,1,25
1340,Incident_361,021-51-0174,1,12
1341,Incident_361,021-65-1437,1,20
1342,Incident_361,003-33-4022,1,22
1343,Incident_361,003-33-5519,1,22
1344,Incident_361,044-25-8271,1,28
1345,Incident_361,059-49-5764,1,6
1346,Incident_361,089-25-1919,1,12.79
1347,Incident_361,008-51-0945,1,28
1348,Incident_361,002-31-2986,1,12
1349,Incident_361,002-31-2369,1,12
1350,Incident_361,002-31-6226,1,15
1351,Incident_361,002-65-5021,1,20
1352,Incident_361,002-65-3017,1,20
1353,Incident_361,002-43-1845,1,35
1354,Incident_361,002-05-2995,1,22
1355,Incident_108,001-48-1777,1,8.99
1356,Incident_108,097-49-1144,1,18
1357,Incident_108,097-49-0642,1,15
1358,Incident_108,052-45-7645,1,7.29
1359,Incident_108,052-43-4396,1,2.99
1360,Incident_108,115-31-7213,1,12.99
1361,Incident_108,001-11-6337,1,19.99
1362,Incident_108,001-11-0893,1,21.99
1363,Incident_108,001-11-0331,1,27.99
1364,Incident_108,019-49-4885,1,3
1365,Incident_108,007-49-5065,1,18
1366,Incident_108,007-07-0882,1,18
1367,Incident_108,002-31-0888,1,3
1368,Incident_108,002-31-5003,1,3
1369,Incident_108,002-05-5260,1,18
1370,Incident_108,002-05-1443,1,7
1371,Incident_184,054-05-4813,1,32.99
1372,Incident_184,054-05-0387,1,32.99
1373,Incident_436,086-24-7429,1,279.99
1374,Incident_436,007-07-1263,1,18
1375,Incident_436,007-07-5499,1,18
1376,Incident_436,037-31-8320,1,24.99
1377,Incident_436,002-51-0193,1,16
1378,Incident_035,039-64-1529,1,99.99
1379,Incident_035,039-64-1378,1,59.99
1380,Incident_035,019-64-2340,1,5
1381,Incident_035,019-49-2427,1,5
1382,Incident_035,019-49-2373,1,3
1383,Incident_035,019-42-8816,1,3
1384,Incident_035,019-42-6806,1,5
1385,Incident_371,031-65-3983,1,18
1386,Incident_371,031-65-1145,1,18
1387,Incident_371,031-65-3683,1,12
1388,Incident_371,014-25-4534,2,6
1389,Incident_371,014-25-0028,1,6
1390,Incident_371,014-25-4950,1,6
1391,Incident_371,012-02-1116,2,2.19
1392,Incident_371,012-02-1356,2,2.19
1393,Incident_371,002-49-5818,4,8.99
1394,Incident_371,002-49-7764,1,19.99
1395,Incident_371,002-49-3677,3,6.99
1396,Incident_371,002-49-2282,1,119.99
1397,Incident_371,002-49-2727,5,4.49
1398,Incident_371,002-49-0158,3,9.99
1399,Incident_371,002-49-0258,2,54.99
1400,Incident_371,002-49-0277,9,6.99
1401,Incident_420,014-09-0714,1,11.89
1402,Incident_420,014-63-4063,1,10
1403,Incident_420,014-63-5629,1,10
1404,Incident_420,014-63-2698,1,10
1405,Incident_420,014-63-4015,1,3
1406,Incident_420,014-39-0188,1,17.5
1407,Incident_420,042-31-3473,1,129.99
1408,Incident_409,086-65-4024,1,249.99
1409,Incident_409,086-24-2576,2,49.99
1410,Incident_409,059-49-4673,1,6
1411,Incident_409,059-49-2713,1,5
1412,Incident_409,059-49-5906,1,7
1413,Incident_409,059-49-5337,1,7
1414,Incident_409,097-49-0780,1,9.99
1415,Incident_409,037-65-1593,1,23.99
1416,Incident_409,037-65-5713,1,25.99
1417,Incident_409,037-65-6316,1,26.49
1418,Incident_409,037-05-4673,1,16.99
1419,Incident_409,037-05-7883,1,15.99
1420,Incident_409,031-35-3080,2,24
1421,Incident_409,054-65-5996,1,29.99
1422,Incident_409,054-05-2986,1,25
1423,Incident_409,054-05-0497,1,25
1424,Incident_409,054-05-2654,2,32.99
1425,Incident_409,054-05-1331,1,6.6
1426,Incident_409,014-09-7645,1,17.49
1427,Incident_409,014-09-5057,1,11.89
1428,Incident_409,014-09-5946,1,19.99
1429,Incident_409,011-31-6085,1,17.5
1430,Incident_409,011-65-1748,1,4.5
1431,Incident_409,052-66-1471,1,12.99
1432,Incident_409,052-66-1212,1,12.99
1433,Incident_409,052-66-2798,1,12.99
1434,Incident_409,052-66-0562,1,12.99
1435,Incident_409,052-66-2374,1,12.99
1436,Incident_409,011-49-5370,1,18
1437,Incident_409,023-49-5882,1,16.99
1438,Incident_409,035-63-7271,1,40
1439,Incident_409,001-11-0166,1,49.99
1440,Incident_409,021-24-6775,1,279.99
1441,Incident_409,021-24-0888,2,699.98
1442,Incident_409,022-49-0240,1,14.99
1443,Incident_409,022-25-0086,1,30
1444,Incident_409,042-31-5638,1,79.99
1445,Incident_409,042-31-0195,1,249.99
1446,Incident_409,042-38-0904,1,24.99
1447,Incident_176,059-49-4673,1,6
1448,Incident_176,059-49-2160,1,6
1449,Incident_176,059-49-4636,3,1.5
1450,Incident_176,059-49-5315,1,6
1451,Incident_176,059-49-5535,1,6
1452,Incident_176,059-49-0364,1,7
1453,Incident_176,059-49-4476,1,5
1454,Incident_176,059-49-4702,1,5
1455,Incident_176,059-49-2907,1,7
1456,Incident_176,059-49-3029,1,4.9
1457,Incident_176,059-49-0824,1,6
1458,Incident_176,059-49-2871,2,6
1459,Incident_176,097-49-3978,1,3.6
1460,Incident_176,097-49-0825,1,7.5
1461,Incident_176,097-49-1473,1,18
1462,Incident_176,023-31-8322,1,19.99
1463,Incident_233,002-45-0263,1,5.49
1464,Incident_233,037-64-1267,1,11.99
1465,Incident_233,037-64-0696,1,9.99
1466,Incident_233,089-45-7100,1,14.99
1467,Incident_233,020-11-6807,1,1.79
1468,Incident_233,002-49-3677,2,6.99
1469,Incident_233,002-49-1092,1,14.99
1470,Incident_455,003-49-1949,1,29.99
1471,Incident_455,003-49-0914,1,29.99
1472,Incident_455,059-24-5369,1,9.09
1473,Incident_455,059-24-2872,1,9.09
1474,Incident_455,054-65-5563,1,32.99
1475,Incident_455,014-09-5764,1,11.89
1476,Incident_455,014-09-4464,1,19.99
1477,Incident_455,014-07-0864,1,24.99
1478,Incident_455,011-65-0372,1,4.49
1479,Incident_455,022-51-6520,1,39.99
1480,Incident_455,008-51-2924,1,10
1481,Incident_455,002-51-2371,1,12
1482,Incident_455,002-51-0563,1,5.4
1483,Incident_385,059-43-3214,1,19
1484,Incident_385,059-43-1438,1,14
1485,Incident_385,037-45-4475,1,35
1486,Incident_385,037-11-4514,1,24.99
1487,Incident_385,054-05-1288,1,32.99
1488,Incident_385,014-25-6741,1,6
1489,Incident_385,083-51-3902,1,15
1490,Incident_385,083-51-1373,1,15
1491,Incident_385,083-66-1783,1,15
1492,Incident_385,002-31-4603,1,5
1493,Incident_385,002-31-1435,1,5
1494,Incident_385,002-31-3860,1,5
1495,Incident_385,002-31-2108,1,5
1496,Incident_385,002-31-5665,1,15
1497,Incident_385,002-31-1894,1,15
1498,Incident_385,002-31-2890,1,5
1499,Incident_385,002-51-5924,1,10
1500,Incident_385,002-65-6740,1,18
1501,Incident_385,002-65-6457,1,18
1502,Incident_385,002-65-6955,1,22
1503,Incident_385,002-65-3533,1,22
1504,Incident_385,002-65-4930,1,22
1505,Incident_385,002-66-3506,2,25
1506,Incident_385,002-45-0131,1,42
1507,Incident_096,086-24-0033,1,79.99
1508,Incident_096,014-25-6153,2,6
1509,Incident_096,014-63-1639,1,10
1510,Incident_096,014-24-3283,1,9.99
1511,Incident_096,014-24-0544,1,7.49
1512,Incident_096,014-63-0399,1,18
1513,Incident_096,115-31-7058,1,5.14
1514,Incident_096,115-31-1713,1,5.14
1515,Incident_096,134-64-0198,2,35
1516,Incident_096,001-11-2542,1,21.99
1517,Incident_096,022-29-2302,1,29.99
1518,Incident_096,042-31-3378,1,99.99
1519,Incident_096,007-31-5536,2,79.95
1520,Incident_096,007-31-3566,1,69.99
1521,Incident_096,007-51-4993,1,133.99
1522,Incident_169,037-31-2274,1,35
1523,Incident_169,002-66-0445,1,25
1524,Incident_169,002-66-7288,1,22
1525,Incident_169,002-05-0753,1,18
1526,Incident_169,002-05-0399,1,25
1527,Incident_169,002-05-1797,1,22
1528,Incident_393,001-48-3635,1,27.99
1529,Incident_393,079-24-2168,1,2.5
1530,Incident_393,001-11-1201,1,49.99
1531,Incident_393,013-64-0136,1,7.99
1532,Incident_298,057-48-8060,1,16
1533,Incident_298,057-48-4997,1,20
1534,Incident_298,057-48-5671,1,16
1535,Incident_298,057-48-8381,1,16
1536,Incident_298,057-48-7655,1,16
1537,Incident_282,037-66-1783,1,19.99
1538,Incident_282,037-66-6514,1,21.99
1539,Incident_282,037-66-1797,1,21.99
1540,Incident_282,037-66-1460,2,39.98
1541,Incident_282,037-66-5217,1,21.99
1542,Incident_282,037-66-2408,1,21.99
1543,Incident_282,031-43-2751,1,48
1544,Incident_282,037-48-8430,1,24.99
1545,Incident_416,021-51-7008,1,34.99
1546,Incident_088,037-31-2332,1,40
1547,Incident_088,022-25-1451,1,109
1548,Incident_088,022-25-0626,1,49.5
1549,Incident_302,002-11-7657,1,16
1550,Incident_403,037-05-9399,1,10.79
1551,Incident_403,031-65-0444,1,6.6
1552,Incident_403,031-35-2692,1,24
1553,Incident_403,031-43-4601,1,54
1554,Incident_403,054-65-3531,1,26.39
1555,Incident_403,054-65-0410,1,23.99
1556,Incident_403,054-65-4512,1,26.39
1557,Incident_403,054-05-2986,1,20
1558,Incident_403,054-05-0497,1,20
1559,Incident_403,054-05-6660,1,20
1560,Incident_403,054-05-2227,1,26.39
1561,Incident_403,054-05-2334,1,26.39
1562,Incident_403,054-05-2093,1,6.6
1563,Incident_403,014-63-4514,1,15
1564,Incident_403,011-65-0127,1,6
1565,Incident_403,011-64-1056,1,20
1566,Incident_403,012-31-2215,1,31.99
1567,Incident_403,037-48-1536,1,34.99
1568,Incident_212,059-24-4154,1,9.99
1569,Incident_212,059-24-6354,1,15.39
1570,Incident_212,059-43-3227,1,22
1571,Incident_212,059-49-8735,1,5
1572,Incident_212,059-49-3054,1,6
1573,Incident_212,059-49-5039,1,5
1574,Incident_212,059-49-7486,1,5
1575,Incident_212,059-49-3097,2,5
1576,Incident_212,059-49-3104,1,5
1577,Incident_212,059-49-7051,1,5
1578,Incident_212,059-49-3194,2,5
1579,Incident_212,059-49-6283,1,5
1580,Incident_212,059-49-0764,1,5
1581,Incident_212,059-49-1173,1,5
1582,Incident_212,059-49-0844,1,5
1583,Incident_212,059-49-3117,1,5
1584,Incident_212,059-49-5695,2,6
1585,Incident_212,059-49-0277,1,5
1586,Incident_212,059-49-2746,1,5
1587,Incident_212,059-49-0363,1,5
1588,Incident_212,097-51-3104,1,17
1589,Incident_212,097-51-0586,1,19.99
1590,Incident_212,097-51-5312,1,19.99
1591,Incident_212,097-24-2009,1,19.99
1592,Incident_212,097-49-3756,1,17
1593,Incident_212,037-31-1123,1,45
1594,Incident_212,037-35-2935,1,7
1595,Incident_212,049-09-6917,1,16.99
1596,Incident_212,037-11-3981,1,24.99
1597,Incident_212,013-51-0855,1,5
1598,Incident_212,013-35-2698,1,19.99
1599,Incident_212,013-48-4740,1,7.89
1600,Incident_212,013-25-1738,1,10
1601,Incident_212,013-25-1346,1,10
1602,Incident_212,013-02-5440,1,5
1603,Incident_212,019-51-1126,1,5
1604,Incident_212,019-66-0003,1,2.5
1605,Incident_212,019-11-0673,1,5
1606,Incident_212,019-43-0327,2,1
1607,Incident_212,019-05-1767,1,5
1608,Incident_212,019-09-5315,1,1
1609,Incident_212,019-33-3927,1,5
1610,Incident_212,019-42-6806,2,5
1611,Incident_212,019-42-3677,1,5
1612,Incident_212,019-42-3302,1,5
1613,Incident_212,019-01-5342,1,3
1614,Incident_212,019-01-2095,1,3
1615,Incident_212,019-58-7494,1,2.5
1616,Incident_212,019-58-0744,1,2.5
1617,Incident_212,019-30-1267,2,5
1618,Incident_212,019-30-0618,1,5
1619,Incident_212,046-31-9390,1,9.99
1620,Incident_212,046-51-5036,2,4.49
1621,Incident_248,014-09-6001,1,32.99
1622,Incident_258,037-31-7835,1,8.99
1623,Incident_258,037-31-6240,1,8.99
1624,Incident_258,037-35-3167,1,19.49
1625,Incident_258,037-35-3647,1,19.49
1626,Incident_258,037-49-1094,1,12.99
1627,Incident_258,037-49-0057,1,12.99
1628,Incident_258,014-09-5215,1,34.99
1629,Incident_258,014-09-2461,1,34.99
1630,Incident_258,014-02-0184,1,24.99
1631,Incident_258,014-02-9003,1,24.99
1632,Incident_258,014-02-3537,1,24.99
1633,Incident_258,011-31-3040,1,12.6
1634,Incident_258,011-45-3694,1,7.49
1635,Incident_258,011-45-3822,2,7.49
1636,Incident_258,018-24-5215,1,5.49
1637,Incident_258,018-24-5703,1,4.99
1638,Incident_258,018-24-3694,1,4.99
1639,Incident_258,018-24-3907,1,3.49
1640,Incident_258,021-51-1777,1,26.99
1641,Incident_258,021-24-6775,1,279.99
1642,Incident_258,089-31-5069,1,4.69
1643,Incident_258,089-31-0826,1,3.79
1644,Incident_258,089-09-0907,1,3.39
1645,Incident_258,068-64-4994,1,7.19
1646,Incident_258,068-64-3317,1,7.19
1647,Incident_258,096-64-2400,2,1.29
1648,Incident_379,002-49-5931,1,24.99
1649,Incident_379,002-49-5861,3,6.99
1650,Incident_379,002-49-1371,1,6.99
1651,Incident_379,002-49-1651,1,49.99
1652,Incident_379,002-49-0217,1,19.99
1653,Incident_244,044-31-0939,1,8
1654,Incident_244,044-51-2368,1,25
1655,Incident_244,044-66-0345,1,19.59
1656,Incident_244,037-45-0426,1,30
1657,Incident_244,037-65-5216,1,19.99
1658,Incident_244,037-65-1996,1,22.99
1659,Incident_244,037-11-3594,1,26.99
1660,Incident_244,054-05-0064,1,32.99
1661,Incident_244,014-09-0143,1,25
1662,Incident_244,014-02-6430,1,24.99
1663,Incident_244,014-48-2866,1,19.99
1664,Incident_244,014-48-0046,1,27.99
1665,Incident_244,014-48-1799,1,27.99
1666,Incident_244,014-63-2249,1,10
1667,Incident_244,014-63-2193,1,7
1668,Incident_244,115-31-3065,1,5.49
1669,Incident_244,115-31-2808,1,5.49
1670,Incident_244,018-31-0541,1,5.99
1671,Incident_244,002-31-2095,1,5
1672,Incident_244,002-51-7686,1,12
1673,Incident_244,002-51-0450,1,12
1674,Incident_244,002-51-6127,1,10
1675,Incident_244,002-51-3867,1,10
1676,Incident_244,002-51-7455,1,10
1677,Incident_244,002-65-6740,1,18
1678,Incident_244,002-65-6457,1,18
1679,Incident_244,002-65-5021,1,20
1680,Incident_244,002-65-3612,1,22
1681,Incident_244,002-48-2378,1,18
1682,Incident_244,002-48-7561,1,18
1683,Incident_244,002-43-4419,1,22
1684,Incident_244,002-05-0322,1,14
1685,Incident_244,002-05-0206,1,14
1686,Incident_016,044-66-0691,1,30
1687,Incident_232,086-24-0033,1,79.99
1688,Incident_232,021-24-0888,1,349.99
1689,Incident_232,021-43-9695,1,429.99
1690,Incident_232,042-31-3377,1,99.99
1691,Incident_232,042-71-5215,1,59.99
1692,Incident_232,042-71-7779,1,19.99
1693,Incident_232,042-71-9528,1,59.99
1694,Incident_232,042-71-2500,1,59.99
1695,Incident_232,042-71-6393,1,19.99
1696,Incident_232,042-71-3591,1,49.99
1697,Incident_232,042-71-1847,1,59.99
1698,Incident_232,042-36-1101,1,29.99
1699,Incident_232,042-36-1858,2,19.99
1700,Incident_232,042-60-2047,1,49.99
1701,Incident_232,042-60-1208,1,49.99
1702,Incident_324,086-24-2549,1,49.99
1703,Incident_324,037-11-8890,1,13.99
1704,Incident_324,011-64-8400,1,20.99
1705,Incident_324,052-66-2461,1,2.99
1706,Incident_324,014-09-9129,1,0.99
1707,Incident_324,089-51-5711,1,20.29
1708,Incident_324,089-25-0132,1,9.59
1709,Incident_324,009-66-1672,1,11.99
1710,Incident_324,009-66-2294,1,8.69
1711,Incident_324,009-64-2344,1,59.99
1712,Incident_324,002-49-5610,2,49.98
1713,Incident_324,002-49-5861,3,6.99
1714,Incident_324,002-49-1098,1,59.99
1715,Incident_324,002-49-1143,1,34.99
1716,Incident_324,002-49-0095,6,7.99
1717,Incident_324,002-49-0055,4,14.99
1718,Incident_324,002-49-0343,1,24.99
1719,Incident_324,002-49-0217,1,19.99
1720,Incident_324,009-35-7737,1,19.99
1721,Incident_324,022-66-2552,1,7.49
1722,Incident_147,010-65-8932,1,24.99
1723,Incident_147,046-48-1463,1,4
1724,Incident_147,046-48-5781,1,2.99
1725,Incident_147,131-48-7572,1,4.49
1726,Incident_147,131-49-7101,1,9.89
1727,Incident_147,131-25-7779,1,2.03
1728,Incident_147,131-25-7981,1,3.14
1729,Incident_147,131-25-0040,1,2.99
1730,Incident_147,115-66-5479,1,3.24
1731,Incident_147,115-66-0768,1,4.39
1732,Incident_147,059-51-5994,1,12
1733,Incident_147,012-65-1529,1,5.19
1734,Incident_147,012-65-1538,1,14.99
1735,Incident_147,007-31-9253,1,189.99
1736,Incident_194,014-38-5716,1,39.99
1737,Incident_194,014-38-0903,1,48.99
1738,Incident_194,014-38-0216,1,25.99
1739,Incident_194,066-31-0836,1,69.99
1740,Incident_194,089-66-0064,1,7.99
1741,Incident_194,002-05-3728,1,24.99
1742,Incident_194,008-64-4441,1,19.99
1743,Incident_194,042-66-7208,1,49.99
1744,Incident_194,042-66-8257,1,49.99
1745,Incident_194,042-71-2662,1,59.99
1746,Incident_294,011-45-7186,1,19.99
1747,Incident_294,052-66-0037,1,12.99
1748,Incident_067,003-11-7561,1,32
1749,Incident_067,052-35-0105,1,14.99
1750,Incident_067,052-45-7998,1,19.99
1751,Incident_067,037-31-0348,1,45
1752,Incident_067,037-24-9222,1,20
1753,Incident_067,005-35-3133,1,7
1754,Incident_067,083-51-0389,1,6
1755,Incident_067,083-51-1754,1,15
1756,Incident_067,013-35-2316,1,9.99
1757,Incident_067,013-35-0499,1,9.99
1758,Incident_067,013-35-1080,1,9.99
1759,Incident_067,013-35-0470,1,9.99
1760,Incident_067,002-05-1768,1,22
1761,Incident_105,037-31-3306,1,8.99
1762,Incident_105,037-65-4030,1,26.49
1763,Incident_105,037-65-0807,1,18.99
1764,Incident_105,037-49-3201,1,10.99
1765,Incident_424,023-24-3748,1,24.99
1766,Incident_085,011-64-3853,1,16.99
1767,Incident_085,011-64-0591,1,19.99
1768,Incident_085,011-64-6085,1,19.99
1769,Incident_085,013-35-0625,1,19.99
1770,Incident_085,013-35-0572,1,12.99
1771,Incident_085,013-25-0099,1,19.99
1772,Incident_085,022-66-3762,1,54.99
1773,Incident_029,001-31-3336,1,14
1774,Incident_029,001-51-1247,1,19.99
1775,Incident_029,001-35-4566,1,21.99
1776,Incident_029,001-48-3474,1,27.99
1777,Incident_029,001-48-0186,1,24.99
1778,Incident_029,059-49-3594,1,5
1779,Incident_029,059-49-3353,1,2.5
1780,Incident_029,059-49-3948,1,2.5
1781,Incident_029,059-49-8144,1,5
1782,Incident_029,059-49-1036,1,6
1783,Incident_029,059-49-2184,1,7
1784,Incident_029,059-49-4702,1,5
1785,Incident_029,059-49-3029,1,7
1786,Incident_029,019-51-0544,1,5
1787,Incident_029,003-49-1355,1,25
1788,Incident_029,003-49-2453,1,15
1789,Incident_029,003-49-1607,1,30
1790,Incident_029,002-11-4974,1,16
1791,Incident_029,002-11-3356,1,25
1792,Incident_003,018-43-5565,2,5.89
1793,Incident_003,002-49-7007,5,4.99
1794,Incident_114,001-31-1282,1,12.99
1795,Incident_114,001-51-2073,1,21.99
1796,Incident_114,001-35-4757,1,14.99
1797,Incident_114,001-05-5158,1,27.99
1798,Incident_114,001-49-6221,1,16.99
1799,Incident_114,021-51-2092,1,16
1800,Incident_114,003-43-2690,1,28
1801,Incident_114,131-49-3629,1,12.99
1802,Incident_114,131-09-5630,1,38.49
1803,Incident_114,131-09-0760,1,5.99
1804,Incident_114,014-45-2748,1,11.99
1805,Incident_114,014-45-2953,1,6.99
1806,Incident_114,014-45-2946,1,10
1807,Incident_114,014-45-0514,1,10
1808,Incident_114,014-02-0610,1,19.99
1809,Incident_114,014-63-8400,2,15
1810,Incident_114,014-63-0532,1,16
1811,Incident_114,014-63-0714,1,16
1812,Incident_114,014-63-5444,1,16
1813,Incident_114,014-63-0327,1,14.99
1814,Incident_114,014-63-2805,1,25
1815,Incident_114,014-63-0531,1,16
1816,Incident_114,115-51-9390,1,9.99
1817,Incident_114,002-31-2765,1,3
1818,Incident_114,002-31-4603,1,5
1819,Incident_114,002-31-1808,1,3
1820,Incident_114,002-35-7783,1,18
1821,Incident_114,002-35-7998,1,18
1822,Incident_114,002-35-2738,1,18
1823,Incident_114,002-48-7561,1,18
1824,Incident_114,002-11-0812,1,12
1825,Incident_234,054-65-2027,1,23.09
1826,Incident_234,054-65-5148,1,32.99
1827,Incident_234,054-05-2169,1,32.99
1828,Incident_234,054-05-1667,1,32.99
1829,Incident_234,054-05-0685,1,32.99
1830,Incident_234,012-31-1688,1,16.49
1831,Incident_031,014-09-8816,1,3.19
1832,Incident_031,014-09-3629,1,5.99
1833,Incident_031,014-09-3223,1,1.29
1834,Incident_353,039-66-9060,1,59.99
1835,Incident_353,009-64-8064,1,39.99
1836,Incident_353,009-64-7619,1,89.99
1837,Incident_353,002-64-1040,2,50.98
1838,Incident_353,002-49-5931,1,24.99
1839,Incident_353,002-49-7764,1,19.99
1840,Incident_353,002-49-4376,1,59.99
1841,Incident_353,002-49-3067,1,24.99
1842,Incident_353,002-07-2041,1,11.99
1843,Incident_353,002-07-5651,1,39.99
1844,Incident_353,002-07-4449,1,9.99
1845,Incident_353,002-07-3577,1,10.99
1846,Incident_354,023-65-6684,1,79.99
1847,Incident_354,023-65-9695,1,64.99
1848,Incident_354,023-65-1529,1,29.99
1849,Incident_434,039-66-3344,1,54.99
1850,Incident_434,039-66-8139,1,69.99
1851,Incident_434,060-05-8657,1,14
1852,Incident_434,005-51-3236,1,14
1853,Incident_434,050-35-2108,1,12
1854,Incident_434,050-35-3433,1,20.49
1855,Incident_068,021-24-0888,1,349.99
1856,Incident_068,012-25-8355,1,69.99
1857,Incident_068,002-49-5931,3,24.99
1858,Incident_068,002-49-1651,1,49.99
1859,Incident_068,007-31-1569,1,349.99
1860,Incident_068,002-51-2371,1,12
1861,Incident_068,002-51-4937,1,12
1862,Incident_068,002-51-0563,1,9
1863,Incident_025,021-65-2055,1,39.99
1864,Incident_025,002-49-1098,1,59.99
1865,Incident_025,002-49-0367,5,14.99
1866,Incident_050,086-24-1756,1,19.99
1867,Incident_050,059-43-2638,1,14
1868,Incident_050,115-65-9371,1,6.99
1869,Incident_050,115-66-1724,1,5.39
1870,Incident_050,115-66-5701,1,4.99
1871,Incident_050,115-66-0535,1,15.99
1872,Incident_050,007-65-3462,1,8.29
1873,Incident_050,007-65-3354,1,8.49
1874,Incident_050,007-43-1048,1,17.99
1875,Incident_050,069-31-0495,1,29.99
1876,Incident_050,069-05-2240,1,8
1877,Incident_050,069-05-1351,1,25
1878,Incident_050,069-05-0289,1,15
1879,Incident_050,013-35-2030,1,24.99
1880,Incident_050,013-25-1346,1,20
1881,Incident_050,013-02-5440,1,5
1882,Incident_050,013-02-5008,1,5
1883,Incident_050,057-35-6465,1,46.99
1884,Incident_050,022-51-7141,1,39.99
1885,Incident_343,001-11-0298,1,9.99
1886,Incident_343,111-66-1223,1,29.95
1887,Incident_343,111-66-2801,1,29.95
1888,Incident_343,111-66-0639,1,19.95
1889,Incident_343,111-66-2033,1,19.95
1890,Incident_343,111-66-6276,1,19.95
1891,Incident_151,086-35-5039,1,59.99
1892,Incident_151,086-24-2576,2,49.99
1893,Incident_151,001-11-2978,1,21.99
1894,Incident_146,059-49-0437,1,6
1895,Incident_146,014-64-2622,1,13.99
1896,Incident_146,014-64-1294,1,10.99
1897,Incident_146,014-64-1157,1,9.49
1898,Incident_146,014-07-1661,1,3.3
1899,Incident_146,014-42-1168,1,4.5
1900,Incident_146,014-42-0075,1,12
1901,Incident_146,083-51-0127,1,12
1902,Incident_146,083-51-0409,1,15
1903,Incident_146,013-35-1153,2,25.98
1904,Incident_146,013-35-0625,2,39.98
1905,Incident_146,013-35-0003,1,19.99
1906,Incident_146,013-64-0576,1,14.99
1907,Incident_146,013-64-0249,1,7.99
1908,Incident_146,013-25-3487,1,20
1909,Incident_146,013-25-1929,1,19.99
1910,Incident_165,011-31-7696,1,25
1911,Incident_165,002-49-1098,1,59.99
1912,Incident_165,002-49-1450,8,4.49
1913,Incident_308,,1,0
1914,Incident_308,069-11-2115,1,4.79
1915,Incident_308,069-11-1108,1,4.89
1916,Incident_308,031-43-3776,1,48
1917,Incident_308,012-24-4584,1,13.79
1918,Incident_308,002-49-0006,1,29.99
1919,Incident_308,008-31-3169,1,89.99
1920,Incident_047,011-31-9158,1,20
1921,Incident_047,011-65-1440,1,14.99
1922,Incident_247,031-65-1045,1,18
1923,Incident_247,031-35-4579,1,24
1924,Incident_247,021-65-6836,1,7.99
1925,Incident_247,057-07-2342,1,24
1926,Incident_247,037-48-8430,1,49.99
1927,Incident_283,131-49-7195,1,1.74
1928,Incident_283,052-43-4616,1,0.99
1929,Incident_283,052-05-0406,1,49.99
1930,Incident_283,014-49-6090,1,3.89
1931,Incident_283,014-42-8816,1,4.5
1932,Incident_283,014-42-0008,1,15
1933,Incident_283,014-42-0004,1,15
1934,Incident_283,115-51-0907,1,4.99
1935,Incident_283,115-43-0294,1,39.99
1936,Incident_283,007-31-0079,1,49.99
1937,Incident_293,014-45-2171,2,7.99
1938,Incident_293,002-05-0855,1,25
1939,Incident_293,002-05-0401,1,25
1940,Incident_285,002-49-2993,1,49.99
1941,Incident_285,002-49-0040,1,44.99
1942,Incident_285,002-49-1450,12,4.49
1943,Incident_182,012-25-6901,1,7.99
1944,Incident_182,008-31-5435,1,119.99
1945,Incident_033,,0,0
1946,Incident_335,002-49-0696,10,3.49
1947,Incident_366,001-11-5928,1,29.99
1948,Incident_366,001-11-0147,1,27.99
1949,Incident_366,002-49-2282,1,119.99
1950,Incident_366,002-49-0678,16,9.99
1951,Incident_366,012-31-2074,1,49.99
1952,Incident_366,094-24-2452,1,40
1953,Incident_366,094-24-2691,2,40
1954,Incident_179,014-31-4895,1,10.49
1955,Incident_179,014-66-1933,1,9.99
1956,Incident_179,014-66-1686,1,7.99
1957,Incident_179,014-66-0095,1,2.09
1958,Incident_179,014-45-2740,1,12.99
1959,Incident_179,014-24-7064,1,7.49
1960,Incident_179,014-24-0157,1,7.99
1961,Incident_179,014-43-5013,1,16.39
1962,Incident_179,014-43-0299,1,2.69
1963,Incident_179,014-43-1822,1,14.19
1964,Incident_179,014-43-0542,1,13.99
1965,Incident_179,014-64-5713,1,2.6
1966,Incident_179,014-64-0004,1,9.49
1967,Incident_179,014-64-0937,1,2.69
1968,Incident_179,014-64-0011,1,10.49
1969,Incident_179,014-07-7042,1,6
1970,Incident_179,014-07-0620,1,7
1971,Incident_179,014-07-5638,1,8
1972,Incident_179,014-07-3239,1,10
1973,Incident_179,014-63-8627,1,14
1974,Incident_179,014-42-0557,1,11.99
1975,Incident_179,014-42-1999,1,3.59
1976,Incident_179,014-42-0053,1,7
1977,Incident_179,014-42-1523,1,7
1978,Incident_179,014-42-1484,1,8
1979,Incident_179,014-42-2220,1,7
1980,Incident_179,002-49-0967,2,29.99
1981,Incident_179,002-49-0690,1,24.99
1982,Incident_179,002-49-0519,6,4.49
1983,Incident_179,002-49-1015,3,24.99
