"mapId","level","classId","party","eligibleForComparison","mainXpPerMinute","optionalXpPerMinute","optionalXpAdvantagePercent","moderateRewardPremium","mainLeaderDamageTakenPerMinute","optionalLeaderDamageTakenPerMinute","mainConsumableCostPerMinute","optionalConsumableCostPerMinute","mainDeaths","optionalDeaths","mainCompanionDowns","optionalCompanionDowns","mainCompanionDownMemberSeconds","optionalCompanionDownMemberSeconds","mainTravelPercent","optionalTravelPercent","mainRespawnWaitingPercent","optionalRespawnWaitingPercent","mainStuckSeconds","optionalStuckSeconds","higherCompanionRecoveryBurden","higherMeasuredPressure","mapName"
"astralArchive","85","fighter","true","true","44608.133","43715","-2.002","false","963.133","1150","1380","1440","0","0","83","79","109.444","105.833","26.522","26.571","0","0.033","0.1","1.111","false","true","Astral Archive"
"eclipseFrontier","85","fighter","false","true","44888","45900.333","2.255","false","859.933","952.267","1400","1460","0","0","0","0","0","0","23.074","23.582","0","0.052","0","0.267","false","true","Eclipse Frontier"
"eclipseFrontier","85","mage","false","true","41643.6","42237.133","1.425","false","1129.6","1791.6","1560","1940","0","0","0","0","0","0","25.544","20.111","0.041","0.141","0","1.033","false","true","Eclipse Frontier"
"eclipseFrontier","85","archer","false","true","44849.733","45380","1.182","false","1246.667","1808.8","1820","2120","0","0","0","0","0","0","25.918","21.355","0","0.181","2.011","0.067","false","true","Eclipse Frontier"
"eclipseFrontier","85","guardian","false","true","47705","49581.067","3.933","false","467.667","578","980","960","0","0","0","0","0","0","27.804","26.141","0","0.137","0","0","false","true","Eclipse Frontier"
"eclipseFrontier","85","berserker","false","true","46983.933","48993.533","4.277","false","672.4","720.933","1000","980","0","0","0","0","0","0","28.178","29.437","0","0.13","0","0","false","false","Eclipse Frontier"
"eclipseFrontier","85","duelist","false","true","41004.6","42050.2","2.55","false","930.4","1142.6","1340","1420","0","0","0","0","0","0","17.919","20.689","0","0.078","0.044","0.144","false","true","Eclipse Frontier"
"eclipseFrontier","85","fireMage","false","true","50921.467","53388.867","4.846","false","711.867","1109.867","1420","1620","0","0","0","0","0","0","37.052","28.56","0.204","0.53","0.133","0","false","true","Eclipse Frontier"
"eclipseFrontier","85","runeMage","false","true","48395.733","51441.933","6.294","false","846.533","1103.667","1340","1500","0","0","0","0","0","0","35.552","30.637","0.022","0.715","3.422","2.767","false","true","Eclipse Frontier"
"eclipseFrontier","85","stormMage","false","true","41389.533","42178.067","1.905","false","748.267","1509.4","1300","1720","0","0","0","0","0","0","23.678","23.137","0","0.489","0.3","0.389","false","true","Eclipse Frontier"
"eclipseFrontier","85","sniper","false","true","37888.467","40469.8","6.813","false","1653","2069.467","2220","2420","0","0","0","0","0","0","19.381","19.329","0","0.289","0","0","false","true","Eclipse Frontier"
"eclipseFrontier","85","trapper","false","true","53330.333","55243","3.586","false","985.267","1020.333","1520","1440","0","0","0","0","0","0","27.382","28.633","0.133","0.467","2.733","1.089","false","false","Eclipse Frontier"
"eclipseFrontier","85","beastArcher","false","true","36850.333","40005.733","8.563","false","1645.333","2052.8","1240","1460","0","0","0","0","0","0","19.515","17.374","0","0.189","1.033","0","false","true","Eclipse Frontier"
"eclipseFrontier","85","fighter","true","true","50117.333","51231.4","2.223","false","690.333","870.267","1320","1380","0","0","78","81","103.689","108.778","23.856","21.393","0","0.059","0","0","true","true","Eclipse Frontier"
"eclipseFrontier","100","fighter","false","true","48703.8","50070.2","2.806","false","980.4","1039.6","1460","1480","0","0","0","0","0","0","23.733","25.541","0","0.137","0","0","false","false","Eclipse Frontier"
"eclipseFrontier","100","mage","false","true","45773.333","46588.467","1.781","false","1376.867","2131.467","1700","2120","0","0","0","0","0","0","23.374","20.526","0.056","0.237","1.678","0.667","false","true","Eclipse Frontier"
"eclipseFrontier","100","archer","false","true","47776.533","47122.8","-1.368","false","1683.4","2043.4","2000","2260","0","0","0","0","0","0","24.052","19.826","0","0.245","0","0.733","false","true","Eclipse Frontier"
"eclipseFrontier","100","guardian","false","true","53212.867","55943.333","5.131","false","463.933","578.6","940","1000","0","0","0","0","0","0","29.885","29.433","0","0.193","0","0","false","true","Eclipse Frontier"
"eclipseFrontier","100","berserker","false","true","51805.2","52710.2","1.747","false","641.867","768.733","1000","980","0","0","0","0","0","0","30.418","33.093","0","0.156","0","0","false","true","Eclipse Frontier"
"eclipseFrontier","100","duelist","false","true","45609.2","45634.667","0.056","false","914.067","1391.733","1300","1520","0","0","0","0","0","0","22.563","21.785","0","0.063","0","0.322","false","true","Eclipse Frontier"
"eclipseFrontier","100","fireMage","false","true","59382.133","59057.867","-0.546","false","851.067","1268.133","1480","1740","0","0","0","0","0","0","35.248","29.322","0.067","0.663","0.3","0.056","false","true","Eclipse Frontier"
"eclipseFrontier","100","runeMage","false","true","56097.067","58277.6","3.887","false","1074.667","1350.333","1420","1640","0","0","0","0","0","0","34.659","33.578","0.026","0.585","3.622","3.889","false","true","Eclipse Frontier"
"eclipseFrontier","100","stormMage","false","true","46019.067","47299.733","2.783","false","1178.867","1795.8","1560","1880","0","0","0","0","0","0","23.185","22.367","0.019","0.311","0","0.389","false","true","Eclipse Frontier"
"eclipseFrontier","100","sniper","false","true","45040.133","42182.8","-6.344","false","1668.6","2164.533","2180","2460","0","0","0","0","0","0","20.892","19.304","0","0.185","0.222","0","false","true","Eclipse Frontier"
"eclipseFrontier","100","trapper","false","true","59860.6","61422.6","2.609","false","1088.667","1049.733","1540","1480","0","0","0","0","0","0","31.1","29.408","0.048","0.541","5.145","3.6","false","false","Eclipse Frontier"
"eclipseFrontier","100","beastArcher","false","true","44755","43293.4","-3.266","false","1985.333","2812.267","1360","1780","0","0","0","0","0","0","19.148","18.689","0","0.026","0","0","false","true","Eclipse Frontier"
"eclipseFrontier","100","fighter","true","true","55028.333","57633.133","4.734","false","951.133","984.933","1460","1500","0","0","83","87","111.022","116.467","24.234","25.152","0","0.089","0","0","true","true","Eclipse Frontier"
"endlessRift","100","fighter","false","true","49468.8","52219.933","5.561","false","1753.4","2333.867","1860","2100","0","0","0","0","0","0","28.689","35.007","0","0.111","0","0","false","true","Endless Rift"
"endlessRift","100","mage","false","true","48251.733","45766.933","-5.15","false","2849.667","3421.4","2440","2680","0","0","0","0","0","0","28.515","36.167","0","0","0.167","0","false","true","Endless Rift"
"endlessRift","100","archer","false","true","52631.8","58087","10.365","true","2939.333","3578.467","2640","2980","0","0","0","0","0","0","28.685","30.804","0","0","0","0","false","true","Endless Rift"
"endlessRift","100","guardian","false","true","55467.733","62575.533","12.814","true","1086.667","1113.133","880","940","0","0","0","0","0","0","34.604","39.548","0","0.111","0.833","0","false","false","Endless Rift"
"endlessRift","100","berserker","false","true","53955.267","59185.6","9.694","false","1294.267","1700.6","920","960","0","0","0","0","0","0","32.541","39.252","0.019","0.111","0","0","false","true","Endless Rift"
"endlessRift","100","duelist","false","true","46062.133","53671.733","16.52","true","1969.8","2592","1760","2140","0","0","0","0","0","0","25.389","28.096","0.104","0.13","0","0","false","true","Endless Rift"
"endlessRift","100","fireMage","false","true","63847","68546.6","7.361","false","1904.667","2825.4","1920","2400","0","0","0","0","0","0","39.263","43.356","0","0.133","0","0","false","true","Endless Rift"
"endlessRift","100","runeMage","false","true","63183.6","70396.8","11.416","true","1888.6","2567.333","1940","2220","0","0","0","0","0","0","38.774","44.311","0.048","0.1","1.255","0","false","true","Endless Rift"
"endlessRift","100","stormMage","false","true","49039.733","52245.067","6.536","false","2450.867","3593.4","2140","2760","0","0","0","0","0","0","28.011","34.926","0","0.037","0.111","0","false","true","Endless Rift"
"endlessRift","100","sniper","false","true","52912.133","53375.867","0.876","false","2926.067","3374.867","2840","3020","0","0","0","0","0","0","25.259","32.567","0.004","0.022","0","0","false","true","Endless Rift"
"endlessRift","100","trapper","false","true","62328.4","70460.2","13.047","true","1817.933","2518.4","1860","2280","0","0","0","0","0","0","33.604","32.3","0.119","0.015","2.444","1.178","false","true","Endless Rift"
"endlessRift","100","beastArcher","false","true","44763.333","45713","2.122","false","2879.2","3873","1840","2340","0","0","0","0","0","0","25.715","28.852","0.118","0","0","0","false","true","Endless Rift"
"endlessRift","100","fighter","true","true","59402.6","63941.467","7.641","false","1712.533","2010","1860","2000","0","0","128","137","172.111","182.689","28.47","33.5","0","0.037","0.144","0","true","true","Endless Rift"
